cod_municipio,obitos_cancer,pop_2021,obitos_cancer_100k
3543808,2,9961,20.078305391024998
3543907,17,208008,8.172762586054382
3544103,1,51436,1.9441636208103275
3544202,1,12689,7.880841673890772
3545209,12,119736,10.022048506714773
3545308,1,45860,2.1805494984736153
3545803,4,194390,2.057719018468028
3546306,3,34737,8.636324380343726
3546405,5,47943,10.429051164925015
3546603,2,32563,6.1419402389214754
3546702,1,27381,3.6521675614477194
3546801,1,57966,1.7251492254079979
3547106,1,2943,33.97893306150187
3547304,2,142301,1.4054715005516476
3547502,1,27600,3.6231884057971016
3547809,171,721368,23.704960574907677
3548500,130,433656,29.97767815964728
3548708,39,844483,4.618210194876629
3548807,13,161957,8.026821934217107
3548906,17,254484,6.680184215903554
3549102,14,91771,15.255363894912335
3549409,10,52319,19.113515166574285
3549706,6,55124,10.884551193672447
3549805,192,464983,41.29183217450961
3549904,157,729737,21.514600465647213
3549953,1,15978,6.2586055826761795
3550001,3,10690,28.06361085126286
3550308,2019,12325232,16.3810303935861
3550407,5,35980,13.896609227348527
3550506,2,7696,25.987525987525988
3550605,6,92060,6.51748859439496
3550704,4,90328,4.428305730227615
3550902,2,15385,12.999675008124797
3551009,6,368355,1.628863460520422
3551504,2,45644,4.3817369205152925
3551603,1,29452,3.395355154149124
3551702,6,127142,4.719132937974862
3552106,2,41352,4.836525440123815
3552205,191,687357,27.78759800220264
3552403,10,286211,3.493925809979351
3552502,2,300559,0.6654267548135308
3552601,1,12485,8.009611533840609
3552700,1,16644,6.00817111271329
3552809,9,293652,3.0648522741203874
3553302,3,23232,12.913223140495868
3553708,3,57364,5.229760825604909
3553807,3,23256,12.899896800825593
3554003,11,122967,8.94548944025633
3554102,70,317915,22.018464054857432
3554300,2,23273,8.593649293172346
3554508,4,42517,9.408001505280241
3554805,3,47714,6.287462799178438
3555000,2,65570,3.0501753850846423
3555406,1,91824,1.0890399024220248
3556107,3,13532,22.169671888856044
3556206,26,131210,19.815562838198307
3556305,1,26822,3.7282827529639846
3556453,1,53468,1.8702775491882995
3556503,1,123071,0.8125391034443532
3556701,3,80111,3.744804084332988
3556800,2,19017,10.51690592627649
3557006,5,123599,4.045340172655118
3557105,7,95338,7.342297929471984
4100301,2,9470,21.119324181626187
4100400,1,120041,0.8330487083579777
4100608,2,14859,13.459855979541018
4101408,25,136234,18.35077880705257
4101507,23,124810,18.428010576075636
4101804,6,146214,4.103574213139645
4102000,6,33340,17.99640071985603
4102406,1,31211,3.2039985902406203
4102505,1,11426,8.75196919306844
4102802,2,15399,12.987856354308722
4103305,1,6439,15.530361857431279
4103503,1,8606,11.619800139437602
4103701,1,107341,0.9316104750281812
4103909,1,14043,7.120985544399345
4104006,58,43685,132.76868490328488
4104204,12,133865,8.964255033055691
4104303,12,95488,12.567024128686327
4104428,1,16053,6.229365227683299
4104600,1,15834,6.315523556902868
4104709,2,14356,13.931457230426302
4104808,142,332333,42.728227410458786
4104907,5,71809,6.962915511983177
4105003,1,10167,9.835743090390478
4105409,6,19167,31.303803412114572
4105508,7,83816,8.351627374248354
4105805,5,246540,2.0280684675914658
4105904,3,24145,12.424932698281218
4106209,2,18837,10.617401921749748
4106407,9,47842,18.811922578487522
4106506,3,20580,14.577259475218659
4106555,2,3127,63.95906619763351
4106902,560,1948626,28.738198094452194
4107009,1,15196,6.580679126085812
4107108,2,5030,39.761431411530815
4107207,1,41038,2.4367659242653152
4107652,1,102004,0.9803537116191522
4107702,2,4748,42.122999157540015
4107736,2,5602,35.701535166012135
4108007,1,10453,9.566631589017508
4108205,2,6460,30.959752321981423
4108304,26,258248,10.067841764505436
4108320,2,5993,33.37226764558652
4108403,16,92216,17.35056823110957
4108601,2,28808,6.942515967786726
4108809,1,33310,3.0021014710297207
4109005,1,3784,26.427061310782243
4109302,4,12217,32.74126217565687
4109401,25,182644,13.687829876700029
4109708,1,31644,3.160156743774491
4110102,3,32940,9.107468123861567
4110201,2,11121,17.983994245121842
4110508,3,15251,19.67084125631106
4110706,4,61088,6.5479308538501835
4110953,1,11385,8.78348704435661
4111209,1,12094,8.26856292376385
4111258,4,29070,13.759889920880633
4111506,11,31935,34.44496633787381
4111803,4,39322,10.172422562433244
4111902,2,13742,14.553922282055014
4112009,4,35027,11.419761897964428
4112405,1,9500,10.526315789473685
4112603,2,1320,151.5151515151515
4112702,2,12638,15.82528881152081
4112751,3,8330,36.014405762304925
4112801,1,12009,8.327088017320342
4113106,1,4047,24.709661477637756
4113205,4,48410,8.262755629002273
4113304,3,32139,9.334453467749464
4113452,1,4592,21.777003484320556
4113502,1,23242,4.302555718096549
4113700,235,575377,40.84278655559746
4114203,1,34515,2.897291032884253
4114401,2,16642,12.017786323759164
4114609,8,53495,14.954668660622488
4114708,2,5634,35.49875754348598
4114906,2,8814,22.69117313365101
4115002,1,7084,14.116318464144552
4115200,129,430157,29.989050509465148
4115606,1,18107,5.5227260175622686
4115705,2,35219,5.67875294585309
4115804,6,46574,12.882724266758277
4116059,2,10704,18.684603886397607
4116901,1,27984,3.57347055460263
4117255,1,10544,9.484066767830045
4117305,2,21960,9.107468123861567
4117453,1,6016,16.622340425531913
4117602,2,51755,3.8643609313109843
4117909,2,32121,6.226456212446686
4118204,5,156174,3.2015572374402907
4118303,2,3241,61.7093489663684
4118402,6,88922,6.747486561255932
4118501,11,83843,13.1197595505886
4118808,3,14007,21.417862497322766
4119103,4,12882,31.05107902499612
4119152,2,133490,1.4982395685070042
4119202,2,6324,31.625553447185325
4119400,4,25617,15.614630909161885
4119509,2,114970,1.7395842393667913
4119608,3,29994,10.002000400080016
4119806,1,13431,7.445461990916536
4119905,41,355336,11.538374946529482
4120150,1,3184,31.407035175879397
4120606,3,52513,5.712871098585112
4120705,2,7477,26.74869600106995
4121109,2,4508,44.36557231588287
4121406,2,16950,11.799410029498524
4122305,3,34411,8.718142454447706
4122503,2,9645,20.73613271124935
4122701,2,6891,29.02336380786533
4122800,4,3483,114.84352569623887
4122909,1,4898,20.41649652919559
4123402,1,12186,8.206138191367142
4123709,5,8523,58.664789393406075
4123808,1,14794,6.7594970934162495
4123907,2,11622,17.208742040956807
4124103,4,46251,8.648461654883137
4124301,1,2068,48.355899419729205
4124905,1,5837,17.13208840157615
4125506,8,329058,2.4311823447538123
4125605,2,46705,4.282196766941441
4125704,4,27576,14.50536698578474
4126256,8,97803,8.179708188910361
4126306,1,19385,5.158627805003869
4126355,1,4477,22.33638597274961
4126678,1,15040,6.648936170212766
4126801,1,16345,6.11807892321811
4127205,2,17200,11.627906976744185
4127304,1,16924,5.90876861262113
4127700,10,142645,7.010410459532405
4128005,2,20909,9.565258979386867
4128104,42,112500,37.333333333333336
4128203,6,57913,10.360368138414518
4200200,2,11013,18.160355942976484
4201406,1,68867,1.4520742881205801
4201505,3,8759,34.25048521520721
4202008,34,145796,23.32025569974485
4202206,2,11775,16.985138004246284
4202404,110,361855,30.39891669315057
4202537,1,3057,32.71180896303566
4202800,5,33876,14.7597118904239
4202909,13,137689,9.441567590729834
4203006,3,79313,3.7824820647308766
4203105,1,6130,16.31321370309951
4203501,4,8418,47.51722499406035
4203600,2,36556,5.47105810263705
4203709,3,12398,24.197451201806743
4203808,2,54480,3.671071953010279
4204202,40,224013,17.85610656524398
4204301,15,75167,19.955565607247863
4204400,2,9940,20.120724346076457
4204509,2,16107,12.416961569503943
4204608,71,217311,32.67206906231162
4204806,4,39893,10.026821748176372
4205001,1,15545,6.43293663557414
4205407,170,508826,33.410242401135164
4205506,1,36584,2.7334353815875794
4205704,1,23579,4.241061961915263
4206900,4,19096,20.94679514034353
4207007,1,57247,1.7468164270616802
4207106,2,14359,13.928546556166864
4207304,1,45286,2.2081879609592368
4207502,1,70900,1.4104372355430184
4207650,4,9045,44.223327805417355
4207684,1,7579,13.194352816994327
4208203,31,223112,13.894366954713329
4208302,5,67338,7.425227954498203
4208500,4,25355,15.775981068822718
4208906,29,181173,16.006800130262235
4209003,29,30404,95.38218655440073
4209102,131,597658,21.918890067563723
4209300,29,157349,18.430368162492293
4209409,1,46122,2.1681626989289278
4209706,1,12115,8.254230293025175
4209904,2,12315,16.240357287860334
4210100,5,56561,8.840013436820424
4210506,2,26116,7.658140603461479
4210555,1,1750,57.142857142857146
4210605,1,17125,5.839416058394161
4210803,2,7001,28.5673475217826
4211306,3,83626,3.587401047521106
4211702,2,23038,8.681309141418525
4211751,1,18975,5.270092226613966
4211900,1,175272,0.5705417864804418
4212106,2,16157,12.378535619236244
4212403,2,3953,50.59448520111308
4212908,4,20712,19.312475859405176
4213401,1,11634,8.5954959601169
4213609,8,35543,22.507948119179584
4213807,3,7312,41.028446389496715
4214706,2,11808,16.937669376693766
4214805,15,72006,20.831597366886093
4214904,3,4620,64.93506493506493
4215000,1,42495,2.3532180256500763
4215109,2,11600,17.24137931034483
4215356,1,3754,26.63825253063399
4215505,1,16918,5.910864168341411
4215703,2,23579,8.482123923830526
4215802,1,85421,1.1706723171117173
4216206,1,53746,1.8606035798012874
4216305,3,38583,7.775445144234507
4216503,3,27139,11.054202439294006
4216602,16,250181,6.395369752299335
4216701,1,13820,7.23589001447178
4217105,1,3171,31.5357931251971
4217204,3,40868,7.340706665361652
4217402,1,21991,4.547314810604338
4217501,1,17576,5.689576695493855
4217709,3,30733,9.761494159372662
4218004,1,39155,2.5539522410930915
4218103,2,5343,37.43215422047539
4218202,5,44977,11.116793027547413
4218301,2,19366,10.327377878756584
4218400,2,7093,28.196813760045114
4218707,25,106422,23.491383360583338
4219309,4,53610,7.461294534601754
4219507,11,51642,21.30049184772085
4219705,2,28983,6.9005969016319915
4300307,2,5827,34.32297923459756
4300406,8,73028,10.954702305964835
4300455,1,3374,29.63841138114997
4300604,4,211352,1.8925773117831863
4300802,3,13045,22.997316979685703
4301008,2,20967,9.538799065197692
4301057,1,10279,9.728572818367546
4301305,2,18238,10.96611470555982
4301602,9,121335,7.417480529113611
4302006,2,11182,17.885888034340905
4302105,38,121803,31.197917949475794
4302402,4,12390,32.28410008071025
4302808,7,33548,20.86562537260045
4303004,7,81869,8.550244903443305
4303103,4,131240,3.047851264858275
4303301,3,4823,62.201948994401825
4303509,4,66478,6.017028189777069
4303707,1,5398,18.52537977028529
4303905,5,69458,7.198594834288347
4304200,2,31421,6.365169790904172
4304507,6,56211,10.674067353365
4304606,26,348208,7.466801452005698
4304630,10,54051,18.50104530905996
4304705,11,62265,17.666425760860836
4305009,1,8701,11.492931846914148
4305108,101,517451,19.51875636533701
4305124,1,6047,16.5371258475277
4305207,3,14189,21.143139051377826
4305306,2,9239,21.647364433380236
4305355,1,41258,2.4237723593000147
4306106,15,59922,25.032542304996497
4306403,2,33119,6.038829674809022
4306452,1,3405,29.368575624082233
4306601,3,38339,7.82493022770547
4306809,6,22880,26.223776223776223
4306908,2,25960,7.704160246533128
4306932,1,8411,11.889192723814054
4307005,39,106633,36.5740436825373
4307203,1,4819,20.751193193608632
4307302,2,6802,29.40311673037342
4307500,3,15591,19.241870309794113
4307708,5,83279,6.003914552288092
4307807,5,34399,14.535306258902875
4307906,4,73061,5.47487715744378
4308409,1,6616,15.114873035066505
4308508,6,31498,19.04882849704743
4308607,1,35440,2.8216704288939054
4308904,2,16184,12.357884330202669
4309100,5,36555,13.67801942278758
4309126,1,2058,48.59086491739553
4309209,9,283620,3.1732599957689867
4309308,1,98239,1.0179256710674986
4309407,2,25968,7.701786814540974
4309704,2,4736,42.229729729729726
4310108,3,37340,8.034279592929835
4310207,41,83764,48.947041688553554
4310306,2,4066,49.18839153959666
4310330,2,23271,8.594387864724334
4310603,1,37489,2.6674491184080664
4310801,2,24690,8.100445524503847
4311007,6,26500,22.641509433962263
4311205,2,19224,10.403662089055347
4311304,2,27778,7.199942400460796
4311403,40,85033,47.04056072348382
4311601,1,5152,19.40993788819876
4311809,1,44858,2.2292567657942843
4312005,1,2009,49.77600796416127
4312054,1,3995,25.031289111389235
4312401,10,65721,15.215836642777804
4312906,1,10005,9.995002498750624
4313201,3,21536,13.930163447251115
4313300,2,27648,7.233796296296297
4313409,57,247032,23.073933741377637
4313466,1,1712,58.41121495327103
4313508,5,46414,10.772611711983453
4313706,7,33131,21.128248468201985
4313904,3,44128,6.798404641044235
4314001,1,7727,12.941633234114144
4314100,109,204722,53.24293432068854
4314407,54,343132,15.737383863935746
4314605,5,20704,24.149922720247297
4314704,1,10019,9.981036031540073
4314803,1,37561,2.662335933548095
4314902,749,1488252,50.32749830001908
4315305,5,22607,22.11704339363914
4315503,1,15744,6.3516260162601625
4315602,30,211965,14.153280022645248
4315701,2,38265,5.226708480334509
4315800,2,11471,17.435271554354458
4315909,3,5868,51.124744376278116
4316006,1,21453,4.661352724560667
4316204,1,5080,19.68503937007874
4316402,3,39314,7.630869410388157
4316600,1,16328,6.124448799608035
4316808,41,131365,31.21074867734937
4316907,102,283677,35.956387017629204
4317103,13,76321,17.033319794027857
4317202,20,73575,27.183146449201494
4317301,2,29483,6.783570192992572
4317400,7,49360,14.181523500810373
4317509,15,77568,19.337871287128714
4317608,1,43171,2.3163697852725207
4317806,1,13848,7.221259387637204
4317905,4,14216,28.137310073157007
4318002,10,60019,16.66139055965611
4318200,2,21801,9.173891105912572
4318309,2,62147,3.2181762595137338
4318507,1,27721,3.6073734713754915
4318705,8,238648,3.3522174918708725
4318903,10,33293,30.036343976211217
4319000,4,21658,18.46892603195124
4319158,1,7683,13.015749056358194
4319307,5,5720,87.41258741258741
4319406,3,16148,18.57815209313847
4319505,3,25959,11.556685542586386
4319604,1,23555,4.245383145828911
4319901,11,80037,13.743643564851256
4320008,8,141808,5.641430666817105
4320107,2,24763,8.076565844203046
4320305,2,5107,39.16193459956922
4320503,2,5315,37.62935089369709
4320552,2,6537,30.59507419305492
4320602,1,3631,27.540622418066647
4320701,4,15005,26.657780739753417
4320800,3,31035,9.666505558240695
4320909,1,24552,4.0729879439556855
4321006,2,10577,18.908953389429897
4321105,3,17332,17.309023771059312
4321204,2,57584,3.4731869963878856
4321402,3,13434,22.331397945511387
4321451,1,33766,2.961558964638986
4321501,5,39064,12.799508498873644
4321600,7,52632,13.299893600851194
4321634,1,2643,37.835792659856224
4321709,1,28581,3.49882789265596
4321808,9,23876,37.69475624057631
4321907,2,23852,8.385041086701325
4322004,2,29856,6.69882100750268
4322103,3,5644,53.153791637136784
4322202,2,24068,8.309788931361144
4322301,4,7810,51.21638924455826
4322400,12,126866,9.45879904781423
4322509,14,66575,21.028914757791963
4322533,5,11828,42.27257355427798
4322608,6,71973,8.336459505647952
4322707,2,27099,7.380346138233883
4322806,3,26533,11.30667470696868
4323002,6,256302,2.3409883652878247
5000609,2,39826,5.021845025862502
5000856,2,10932,18.294914013904133
5000906,2,9020,22.172949002217294
5001243,1,12332,8.10898475510866
5002209,4,22190,18.026137899954936
5002308,2,11853,16.873365392727578
5002704,175,906092,19.31371207338769
5002902,2,22002,9.09008271975275
5003207,11,112058,9.816345106998162
5003702,47,225495,20.843034213618928
5004601,4,21376,18.7125748502994
5005400,3,48022,6.247136728999209
5006275,2,5654,35.373187124159884
5006309,2,42276,4.73081653893462
5006606,3,93937,3.193629773145832
5007208,2,38186,5.23752160477662
5007901,2,59245,3.375812304835851
5008305,6,123281,4.866930021657838
5100201,1,26204,3.8162112654556557
5100300,2,19385,10.317255610007738
5100805,2,10283,19.449576971700864
5101258,2,16951,11.79871394018052
5101407,1,22714,4.402571101523289
5101704,2,35307,5.664599087999547
5101803,3,61135,4.907172650691093
5101902,3,20140,14.895729890764647
5102504,14,94861,14.75843602745069
5102678,2,45740,4.3725404459991255
5103205,8,33649,23.77485215013819
5103254,2,39861,5.01743558867063
5103403,144,618124,23.29629653597013
5105101,1,35121,2.8472993365792547
5105150,5,41101,12.16515413250286
5105259,4,67620,5.915409642117717
5105622,1,27941,3.5789699724419313
5106232,1,20563,4.863103632738413
5106257,3,20944,14.323911382734913
5106372,6,17446,34.39183767052619
5106422,2,35338,5.659629860207143
5106505,4,33315,12.0066036319976
5106752,2,45774,4.369292611526194
5106778,2,12685,15.766653527788726
5107040,4,63092,6.339948012426298
5107206,1,5150,19.41747572815534
5107602,9,236042,3.812880758509079
5107800,1,16999,5.882698982293076
5107909,10,146005,6.849080510941406
5107925,5,92769,5.3897314835774885
5107958,3,105711,2.8379260436473026
5108402,9,287526,3.1301517080194485
5108600,1,26496,3.774154589371981
5200258,5,217698,2.2967597313709818
5201108,67,391772,17.10178369051387
5201306,2,21981,9.098767117055639
5201405,19,590146,3.219542282757148
5203302,4,30492,13.118194936376755
5203401,1,8869,11.275228323373549
5203500,1,25648,3.8989394884591393
5204300,6,16270,36.87768899815612
5204508,2,93196,2.1460148504227647
5204706,2,12764,15.669069257286116
5205109,12,110983,10.812466774190641
5205406,6,22306,26.898592307002602
5205455,2,8703,22.98058140870964
5205513,2,20504,9.754194303550527
5206206,3,60210,4.9825610363726955
5207253,1,7247,13.798813302056024
5207501,1,3264,30.637254901960784
5207535,2,6576,30.413625304136254
5207600,1,5553,18.008283810552854
5208004,3,123684,2.425536043465606
5208608,1,71075,1.4069644741470277
5208707,428,1536097,27.862823766988672
5208806,4,45296,8.830801836806781
5209101,2,34202,5.8476112508040465
5209705,2,22124,9.03995660820828
5209952,2,15787,12.668651422056122
5210000,7,53259,13.143318500159598
5210208,1,31499,3.1747039588558366
5211206,3,25681,11.681788092364005
5211404,1,8960,11.160714285714286
5211909,8,102065,7.838142360260618
5212204,2,18371,10.886723640520385
5212501,9,211508,4.255158197325869
5213087,2,28793,6.946132740596672
5213103,6,68154,8.803591865481117
5213707,1,8047,12.426991425375917
5213806,1,46548,2.148320013749248
5214002,2,15870,12.60239445494644
5214507,2,30395,6.580029610133246
5214606,1,46730,2.139952921035737
5214838,1,12945,7.72499034376207
5215306,2,15725,12.718600953895072
5215652,1,3467,28.84338044418806
5215702,5,29392,17.011431682090365
5216007,2,2603,76.83442182097579
5216304,3,10140,29.585798816568047
5217104,1,24548,4.073651621313346
5217203,1,10272,9.735202492211839
5217302,2,25064,7.979572294924992
5217708,2,17860,11.198208286674133
5218003,3,45633,6.57418973111564
5218508,4,50701,7.889390741799964
5218805,12,241518,4.968573770899064
5218904,1,19947,5.013285205795357
5219209,3,2819,106.4207165661582
5219308,4,38808,10.307153164296022
5219704,2,8562,23.3590282644242
5220108,1,34157,2.9276575811693064
5220405,1,20985,4.765308553728854
5220454,1,118451,0.8442309478180852
5220603,1,20816,4.803996925441968
5221403,4,129823,3.0811181377721977
5221601,2,40840,4.897159647404505
5300108,406,3055149,13.289040894568481
