ano,cod_municipio,reprovacao_ef
2022,2403251,8.9
2022,2403301,9.9
2022,2403400,8.2
2022,2403509,16.0
2022,2403608,9.8
2022,2403707,7.1
2022,2403756,18.2
2022,2403806,5.2
2022,2403905,9.8
2022,2404002,16.6
2022,2404101,14.7
2022,2404200,15.0
2022,2404309,17.2
2022,2404408,13.8
2022,2404507,10.6
2022,2404606,18.1
2022,2404705,15.3
2022,2404804,8.8
2022,2404853,8.2
2022,2404903,10.6
2022,2405009,12.5
2022,2405108,10.2
2022,2405207,7.9
2022,2405306,18.6
2022,2405405,15.0
2022,2405504,22.0
2022,2405603,12.2
2022,2405702,9.0
2022,2405801,9.7
2022,2405900,16.1
2022,2406007,8.0
2022,2406106,9.9
2022,2406155,17.0
2022,2406205,10.0
2022,2406304,13.1
2022,2406403,18.0
2022,2406502,15.0
2022,2406601,15.8
2022,2406700,10.0
2022,2406809,10.3
2022,2406908,9.5
2022,2407005,13.6
2022,2407104,11.2
2022,2407203,5.5
2022,2407252,35.7
2022,2407302,12.2
2022,2407401,6.9
2022,2407500,9.6
2022,2407609,12.2
2022,2407708,13.7
2022,2407807,16.0
2022,2407906,27.2
2022,2408003,9.7
2022,2408102,10.4
2022,2408201,17.2
2022,2408300,13.2
2022,2408409,17.6
2022,2408508,6.5
2022,2408607,8.6
2022,2408706,21.0
2022,2408805,11.1
2022,2408904,8.7
2022,2408953,24.6
2022,2409100,5.6
2022,2409209,15.1
2022,2409308,12.8
2022,2409332,5.1
2022,2409407,6.2
2022,2409506,16.7
2022,2409605,23.0
2022,2409704,17.2
2022,2409803,18.4
2022,2409902,5.6
2022,2410009,8.6
2022,2410108,16.2
2022,2410207,20.8
2022,2410256,15.8
2022,2410306,23.2
2022,2410405,10.8
2022,2410504,12.5
2022,2410603,7.8
2022,2410702,11.9
2022,2410801,17.3
2022,2410900,14.3
2022,2411007,12.9
2022,2411056,10.9
2022,2411106,5.7
2022,2411205,3.3
2022,2411403,17.5
2022,2411429,1.7
2022,2411502,18.9
2022,2411601,19.8
2022,2411700,9.4
2022,2411809,16.0
2022,2411908,10.9
2022,2412005,11.3
2022,2412104,5.8
2022,2412203,13.8
2022,2412302,10.8
2022,2412401,3.9
2022,2412500,7.4
2022,2412559,12.3
2022,2412609,13.1
2022,2412708,11.3
2022,2412807,19.2
2022,2412906,17.8
2022,2413003,11.0
2022,2413102,10.4
2022,2413201,19.2
2022,2413300,9.0
2022,2413359,16.7
2022,2413409,7.7
2022,2413508,3.9
2022,2413557,13.4
2022,2413607,5.0
2022,2413706,5.5
2022,2413805,9.7
2022,2413904,10.6
2022,2414001,11.2
2022,2414100,3.6
2022,2414159,4.5
2022,2414209,17.2
2022,2414308,18.2
2022,2414407,16.2
2022,2414456,12.1
2022,2414506,10.9
2022,2414605,9.0
2022,2414704,10.5
2022,2414753,13.2
2022,2414803,14.6
2022,2414902,7.4
2022,2415008,15.0
2022,2500106,0.2
2022,2500205,4.2
2022,2500304,13.5
2022,2500403,5.3
2022,2500502,3.4
2022,2500536,6.7
2022,2500577,3.9
2022,2500601,9.4
2022,2500700,4.1
2022,2500734,0.5
2022,2500775,8.0
2022,2500809,6.8
2022,2500908,1.2
2022,2501005,8.3
2022,2501104,2.8
2022,2501153,2.1
2022,2501203,4.9
2022,2501302,2.2
2022,2501351,13.0
2022,2501401,6.3
2022,2501500,6.4
2022,2501534,3.4
2022,2501575,7.1
2022,2501609,6.9
2022,2501708,1.6
2022,2501807,8.3
2022,2501906,3.0
2022,2502003,6.2
2022,2502052,1.0
2022,2502102,6.4
2022,2502151,7.6
2022,2502201,8.9
2022,2502300,2.0
2022,2502409,6.6
2022,2502508,9.9
2022,2502607,4.8
2022,2502706,6.4
2022,2502805,4.4
2022,2502904,11.4
2022,2503001,9.2
2022,2503100,3.9
2022,2503209,6.6
2022,2503308,2.5
2022,2503407,3.8
2022,2503506,8.9
2022,2503555,4.4
2022,2503605,11.4
2022,2503704,0.9
2022,2503753,15.8
2022,2503803,4.8
2022,2503902,2.6
2022,2504009,6.4
2022,2504033,8.8
2022,2504074,5.8
2022,2504108,5.6
2022,2504157,7.8
2022,2504207,13.5
2022,2504306,3.7
2022,2504355,3.5
2022,2504405,4.9
2022,2504504,18.0
2022,2504603,8.3
2022,2504702,0.3
2022,2504801,6.7
2022,2504850,1.0
2022,2504900,7.9
2022,2505006,2.1
2022,2505105,8.4
2022,2505204,5.3
2022,2505238,3.6
2022,2505279,9.1
2022,2505303,4.2
2022,2505352,6.0
2022,2505402,4.0
2022,2505501,2.0
2022,2505600,1.8
2022,2505709,0.2
2022,2505808,4.0
2022,2505907,7.4
2022,2506004,1.3
2022,2506103,7.3
2022,2506202,0.9
2022,2506251,0.0
2022,2506301,2.3
2022,2506400,4.7
2022,2506509,1.1
2022,2506608,3.8
2022,2506707,7.8
2022,2506806,2.8
2022,2506905,0.9
2022,2507002,4.7
2022,2507101,1.0
2022,2507200,1.3
2022,2507309,7.1
2022,2507408,13.0
2022,2507507,5.7
2022,2507606,5.6
2022,2507705,11.5
2022,2507804,5.0
2022,2507903,2.0
2022,2508000,4.3
2022,2508109,5.5
2022,2508208,9.1
2022,2508307,2.1
2022,2508406,0.2
2022,2508505,3.0
2022,2508554,6.2
2022,2508604,12.1
2022,2508703,0.4
2022,2508802,2.3
2022,2508901,6.8
2022,2509008,1.8
2022,2509057,9.8
2022,2509107,4.2
2022,2509156,0.0
2022,2509206,5.2
2022,2509305,9.6
2022,2509339,3.1
2022,2509370,9.6
2022,2509396,10.6
2022,2509404,0.1
2022,2509503,7.3
2022,2509602,1.7
2022,2509701,0.3
2022,2509800,0.2
2022,2509909,2.2
2022,2510006,3.8
2022,2510105,10.9
2022,2510204,2.1
2022,2510303,7.1
2022,2510402,6.6
2022,2510501,8.8
2022,2510600,0.0
2022,2510659,2.5
2022,2510709,7.6
2022,2510808,4.8
2022,2510907,6.2
2022,2511004,7.2
2022,2511103,8.0
2022,2511202,5.2
2022,2511301,5.4
2022,2511400,4.3
2022,2511509,6.2
2022,2511608,10.5
2022,2511707,6.0
2022,2511806,8.3
2022,2511905,3.0
2022,2512002,8.7
2022,2512036,10.5
2022,2512077,18.6
2022,2512101,2.8
2022,2512200,8.5
2022,2512309,1.3
2022,2512408,4.9
2022,2512507,1.8
2022,2512606,1.8
2022,2512705,3.3
2022,2512721,16.5
2022,2512747,0.2
2022,2512754,1.1
2022,2512762,10.9
2022,2512788,9.1
2022,2512804,14.5
2022,2512903,6.7
2022,2513000,1.8
2022,2513109,1.6
2022,2513158,11.4
2022,2513208,1.0
2022,2513307,0.3
2022,2513356,4.4
2022,2513406,0.7
2022,2513505,6.8
2022,2513604,0.0
2022,2513653,0.0
2022,2513703,6.2
2022,2513802,5.2
2022,2513851,3.4
2022,2513901,6.6
2022,2513927,6.8
2022,2513943,0.0
2022,2513968,9.7
2022,2513984,0.7
2022,2514008,4.5
2022,2514107,6.2
2022,2514206,15.4
2022,2514305,3.5
2022,2514404,0.6
2022,2514453,2.4
2022,2514503,7.3
2022,2514552,2.9
2022,2514602,3.0
2022,2514651,7.1
2022,2514701,0.4
2022,2514800,5.6
2022,2514909,12.6
2022,2515005,0.8
2022,2515104,11.6
2022,2515203,2.2
2022,2515302,10.5
2022,2515401,4.6
2022,2515500,3.6
2022,2515609,2.0
2022,2515708,10.2
2022,2515807,5.1
2022,2515906,15.4
2022,2515930,6.3
2022,2515971,13.1
2022,2516003,6.2
2022,2516102,3.6
2022,2516151,14.0
2022,2516201,3.6
2022,2516300,3.1
2022,2516409,7.8
2022,2516508,2.3
2022,2516607,5.3
2022,2516706,1.6
2022,2516755,9.3
2022,2516805,3.7
2022,2516904,7.1
2022,2517001,1.8
2022,2517100,1.7
2022,2517209,0.2
2022,2517407,1.9
2022,2600054,4.6
2022,2600104,4.8
2022,2600203,1.9
2022,2600302,5.8
2022,2600401,2.8
2022,2600500,7.6
2022,2600609,18.4
2022,2600708,6.1
2022,2600807,6.1
2022,2600906,3.2
2022,2601003,5.9
2022,2601052,3.3
2022,2601102,4.4
2022,2601201,1.8
2022,2601300,1.2
2022,2601409,1.8
2022,2601508,0.6
2022,2601607,1.1
2022,2601706,8.3
2022,2601805,2.1
2022,2601904,3.3
2022,2602001,12.5
2022,2602100,6.3
2022,2602209,2.0
2022,2602308,0.7
2022,2602407,8.6
2022,2602506,2.2
2022,2602605,11.6
2022,2602704,8.8
2022,2602803,4.3
2022,2602902,3.1
2022,2603009,1.8
2022,2603108,4.5
2022,2603207,4.2
2022,2603306,8.1
2022,2603405,2.8
2022,2603454,2.9
2022,2603504,2.3
2022,2603603,8.0
2022,2603702,9.3
2022,2603801,2.7
2022,2603900,1.7
2022,2603926,12.6
2022,2604007,2.9
2022,2604106,8.9
2022,2604155,4.1
2022,2604205,9.0
2022,2604304,6.4
2022,2604403,3.0
2022,2604502,19.0
2022,2604601,6.8
2022,2604700,9.2
2022,2604809,4.2
2022,2604908,6.0
2022,2605004,2.1
2022,2605103,1.6
2022,2605152,0.7
2022,2605202,3.3
2022,2605301,2.9
2022,2605400,2.9
2022,2605459,7.7
2022,2605509,5.1
2022,2605608,2.3
2022,2605707,8.5
2022,2605806,14.4
2022,2605905,0.9
2022,2606002,7.8
2022,2606101,0.8
2022,2606200,7.7
2022,2606309,5.5
2022,2606408,6.0
2022,2606507,9.3
2022,2606606,7.6
2022,2606705,8.5
2022,2606804,3.6
2022,2606903,2.1
2022,2607000,10.3
2022,2607109,3.9
2022,2607208,2.5
2022,2607307,5.7
2022,2607406,5.9
2022,2607505,10.1
2022,2607604,4.8
2022,2607653,5.2
2022,2607703,3.6
2022,2607752,5.0
2022,2607802,9.1
2022,2607901,2.3
2022,2607950,11.8
2022,2608008,11.3
2022,2608057,6.2
2022,2608107,2.9
2022,2608206,6.7
2022,2608255,4.4
2022,2608305,5.3
2022,2608404,4.1
2022,2608453,2.3
2022,2608503,4.6
2022,2608602,6.4
2022,2608701,4.9
2022,2608750,1.6
2022,2608800,6.6
2022,2608909,3.5
2022,2609006,7.3
2022,2609105,1.7
2022,2609154,3.6
2022,2609204,6.4
2022,2609303,4.1
2022,2609402,6.0
2022,2609501,3.4
2022,2609600,2.2
2022,2609709,1.6
2022,2609808,4.6
2022,2609907,4.9
2022,2610004,3.7
2022,2610103,5.5
2022,2610202,3.8
2022,2610301,3.7
2022,2610400,3.7
2022,2610509,2.6
2022,2610608,3.6
2022,2610707,3.2
2022,2610806,3.5
2022,2610905,6.1
2022,2611002,2.0
2022,2611101,3.5
2022,2611200,5.6
2022,2611309,9.2
2022,2611408,6.0
2022,2611507,3.7
2022,2611533,2.5
2022,2611606,3.1
2022,2611705,6.0
2022,2611804,2.5
2022,2611903,0.3
2022,2612000,2.4
2022,2612109,4.8
2022,2612208,3.6
2022,2612307,4.2
2022,2612406,3.2
2022,2612455,10.2
2022,2612471,4.0
2022,2612505,7.9
2022,2612554,4.6
2022,2612604,5.4
2022,2612703,6.9
2022,2612802,3.8
2022,2612901,5.7
2022,2613008,5.4
2022,2613107,5.3
2022,2613206,5.8
2022,2613305,2.7
2022,2613404,7.1
2022,2613503,2.6
2022,2613602,3.6
2022,2613701,3.5
2022,2613800,5.7
2022,2613909,2.6
2022,2614006,3.5
2022,2614105,2.8
2022,2614204,2.0
2022,2614303,5.2
2022,2614402,2.1
2022,2614501,5.7
2022,2614600,1.7
2022,2614709,9.5
2022,2614808,5.3
2022,2614857,4.0
2022,2615003,7.1
2022,2615102,3.9
2022,2615201,1.2
2022,2615300,3.0
2022,2615409,10.5
2022,2615508,3.5
2022,2615607,3.4
2022,2615706,0.9
2022,2615805,12.4
2022,2615904,4.7
2022,2616001,2.9
2022,2616100,2.9
2022,2616183,5.6
2022,2616209,10.8
2022,2616308,3.2
2022,2616407,6.4
2022,2616506,1.7
2022,2700102,10.3
2022,2700201,0.1
2022,2700300,6.7
2022,2700409,1.9
2022,2700508,5.1
2022,2700607,9.4
2022,2700706,2.5
2022,2700805,2.0
2022,2700904,0.7
2022,2701001,2.9
2022,2701100,0.5
2022,2701209,0.0
2022,2701308,5.3
2022,2701357,10.3
2022,2701407,0.8
2022,2701506,18.4
2022,2701605,2.0
2022,2701704,8.6
2022,2701803,4.5
2022,2701902,1.0
2022,2702009,4.8
2022,2702108,2.7
2022,2702207,8.4
2022,2702306,3.6
2022,2702355,7.0
2022,2702405,7.3
2022,2702504,0.0
2022,2702553,0.4
2022,2702603,5.8
2022,2702702,0.5
2022,2702801,1.6
2022,2702900,4.4
2022,2703007,1.5
2022,2703106,0.9
2022,2703205,2.9
2022,2703304,0.8
2022,2703403,0.0
2022,2703502,1.8
2022,2703601,2.3
2022,2703700,11.9
2022,2703759,5.8
2022,2703809,4.6
2022,2703908,1.8
2022,2704005,2.6
2022,2704104,3.4
2022,2704203,3.7
2022,2704302,6.7
2022,2704401,0.0
2022,2704500,6.3
2022,2704609,1.3
2022,2704708,2.6
2022,2704807,0.8
2022,2704906,5.2
2022,2705002,0.9
2022,2705101,0.1
2022,2705200,1.5
2022,2705309,0.0
2022,2705408,0.1
2022,2705507,0.3
2022,2705606,7.4
2022,2705705,5.0
2022,2705804,9.2
2022,2705903,17.3
2022,2706000,6.4
2022,2706109,6.4
2022,2706208,1.5
2022,2706307,2.4
2022,2706406,0.5
2022,2706422,2.3
2022,2706448,8.9
2022,2706505,3.6
2022,2706604,1.7
2022,2706703,2.1
2022,2706802,4.0
2022,2706901,3.0
2022,2707008,6.3
2022,2707107,3.9
2022,2707206,3.6
2022,2707305,2.7
2022,2707404,7.3
2022,2707503,8.8
2022,2707602,9.7
2022,2707701,5.8
2022,2707800,7.4
2022,2707909,0.3
2022,2708006,4.7
2022,2708105,0.1
2022,2708204,3.6
2022,2708303,0.0
2022,2708402,4.3
2022,2708501,2.3
2022,2708600,3.6
2022,2708709,2.4
2022,2708808,9.8
2022,2708907,4.1
2022,2708956,11.3
2022,2709004,0.6
2022,2709103,5.5
2022,2709152,1.3
2022,2709202,3.6
2022,2709301,0.5
2022,2709400,5.1
2022,2800100,15.3
2022,2800209,15.8
2022,2800308,6.7
2022,2800407,3.9
2022,2800506,18.9
2022,2800605,9.3
2022,2800670,18.8
2022,2800704,13.6
2022,2801009,14.6
2022,2801108,17.4
2022,2801207,14.2
2022,2801306,7.3
2022,2801405,22.9
2022,2801504,11.0
2022,2801603,13.3
2022,2801702,8.7
2022,2801900,17.5
2022,2802007,15.3
2022,2802106,13.3
2022,2802205,18.9
2022,2802304,24.5
2022,2802403,11.3
2022,2802502,1.6
2022,2802601,17.3
2022,2802700,9.5
2022,2802809,15.9
2022,2802908,14.6
2022,2803005,5.4
2022,2803104,11.7
2022,2803203,17.5
2022,2803302,9.5
2022,2803401,21.6
2022,2803500,12.5
2022,2803609,13.7
2022,2803708,10.8
2022,2803807,10.1
2022,2803906,20.4
2022,2804003,14.6
2022,2804102,14.7
2022,2804201,20.4
2022,2804300,4.8
2022,2804409,1.7
2022,2804458,16.2
2022,2804508,11.6
2022,2804607,16.1
2022,2804706,9.9
2022,2804805,8.2
2022,2804904,12.2
2022,2805000,22.7
2022,2805109,13.6
2022,2805208,11.5
2022,2805307,18.5
2022,2805406,20.4
2022,2805505,6.3
2022,2805604,11.4
2022,2805703,6.5
2022,2805802,20.8
2022,2805901,17.3
2022,2806008,15.0
2022,2806107,15.2
2022,2806206,10.3
2022,2806305,17.0
2022,2806404,10.9
2022,2806503,19.7
2022,2806602,15.9
2022,2806701,5.4
2022,2806800,14.3
2022,2806909,13.2
2022,2807006,16.7
2022,2807105,13.4
2022,2807204,18.6
2022,2807303,12.6
2022,2807402,9.2
2022,2807501,7.9
2022,2807600,11.8
2022,2900108,4.6
2022,2900207,10.2
2022,2900306,11.0
2022,2900355,21.0
2022,2900405,21.4
2022,2900504,9.8
2022,2900603,11.1
2022,2900702,9.9
2022,2900801,11.9
2022,2900900,10.5
2022,2901007,5.3
2022,2901106,9.3
2022,2901155,1.6
2022,2901205,2.0
2022,2901304,8.8
2022,2901353,11.0
2022,2901403,10.3
2022,2901502,2.3
2022,2901601,14.7
2022,2901700,23.5
2022,2901809,2.6
2022,2901908,14.1
2022,2901957,9.7
2022,2902005,16.5
2022,2902054,11.1
2022,2902104,10.8
2022,2902203,5.3
2022,2902252,14.1
2022,2902302,5.4
2022,2902401,11.7
2022,2902500,8.3
2022,2902609,12.4
2022,2902658,9.0
2022,2902708,10.7
2022,2902807,10.3
2022,2902906,11.0
2022,2903003,0.3
2022,2903102,11.3
2022,2903201,11.1
2022,2903235,2.4
2022,2903276,9.9
2022,2903300,7.4
2022,2903409,14.5
2022,2903508,10.9
2022,2903607,17.4
2022,2903706,2.2
2022,2903805,7.3
2022,2903904,4.7
2022,2903953,16.6
2022,2904001,2.7
2022,2904050,11.4
2022,2904100,3.2
2022,2904209,11.4
2022,2904308,6.8
2022,2904407,4.4
2022,2904506,4.6
2022,2904605,9.2
2022,2904704,8.3
2022,2904753,6.3
2022,2904803,8.3
2022,2904852,6.6
2022,2904902,14.1
2022,2905008,8.1
2022,2905107,3.5
2022,2905156,3.3
2022,2905206,18.7
2022,2905305,7.1
2022,2905404,16.2
2022,2905503,0.0
2022,2905602,12.1
2022,2905701,2.7
2022,2905800,9.1
2022,2905909,7.6
2022,2906006,7.2
2022,2906105,0.8
2022,2906204,0.2
2022,2906303,18.1
2022,2906402,14.9
2022,2906501,10.4
2022,2906600,8.8
2022,2906709,9.5
2022,2906808,17.9
2022,2906824,11.2
2022,2906857,13.1
2022,2906873,5.2
2022,2906899,12.0
2022,2906907,4.5
2022,2907004,15.6
2022,2907103,7.4
2022,2907202,10.6
2022,2907301,3.0
2022,2907400,3.2
2022,2907509,3.6
2022,2907558,8.0
2022,2907608,8.8
2022,2907707,6.3
2022,2907806,2.0
2022,2907905,11.2
2022,2908002,11.0
2022,2908101,2.2
2022,2908200,7.3
2022,2908309,6.0
2022,2908408,4.6
2022,2908507,6.8
2022,2908606,14.9
2022,2908705,8.6
2022,2908804,15.6
2022,2908903,17.9
2022,2909000,6.4
2022,2909109,0.5
2022,2909208,12.1
2022,2909307,8.9
2022,2909406,5.4
2022,2909505,10.8
2022,2909604,10.9
2022,2909703,10.0
2022,2909802,8.7
2022,2909901,7.8
2022,2910008,7.0
2022,2910057,7.3
2022,2910107,5.4
2022,2910206,1.9
2022,2910305,6.3
2022,2910404,14.8
2022,2910503,16.3
2022,2910602,16.9
2022,2910701,15.6
2022,2910727,10.1
2022,2910750,7.6
2022,2910776,1.7
2022,2910800,11.7
2022,2910859,3.6
2022,2910909,10.3
2022,2911006,1.6
2022,2911105,4.9
2022,2911204,7.2
2022,2911253,6.2
2022,2911303,3.9
2022,2911402,6.4
2022,2911501,11.9
2022,2911600,7.1
2022,2911659,15.0
2022,2911709,7.6
2022,2911808,9.3
2022,2911857,11.2
2022,2911907,6.9
2022,2912004,4.7
2022,2912103,1.8
2022,2912202,8.4
2022,2912301,11.4
2022,2912400,5.6
2022,2912509,2.8
2022,2912608,1.5
2022,2912707,9.6
2022,2912806,6.0
2022,2912905,17.1
2022,2913002,1.3
2022,2913101,3.6
2022,2913200,5.6
2022,2913309,2.7
2022,2913408,6.2
2022,2913457,11.6
2022,2913507,10.1
2022,2913606,9.5
2022,2913705,14.1
2022,2913804,13.0
2022,2913903,11.7
2022,2914000,8.7
2022,2914109,8.4
2022,2914208,8.7
2022,2914307,9.5
2022,2914406,0.4
2022,2914505,18.9
2022,2914604,1.1
2022,2914653,18.4
2022,2914703,8.1
2022,2914802,7.4
2022,2914901,9.5
2022,2915007,1.8
2022,2915106,16.4
2022,2915205,7.5
2022,2915304,14.4
2022,2915353,7.4
2022,2915403,11.0
2022,2915502,18.0
2022,2915601,4.3
2022,2915700,13.4
2022,2915809,11.2
2022,2915908,16.8
2022,2916005,12.0
2022,2916104,5.7
2022,2916203,14.3
2022,2916302,24.8
2022,2916401,12.6
2022,2916500,18.6
2022,2916609,22.1
2022,2916708,10.7
2022,2916807,3.2
2022,2916856,0.2
2022,2916906,2.0
2022,2917003,12.5
2022,2917102,4.4
2022,2917201,11.5
2022,2917300,13.7
2022,2917334,6.6
2022,2917359,0.0
2022,2917409,2.4
2022,2917508,6.6
2022,2917607,9.1
2022,2917706,6.3
2022,2917805,12.0
2022,2917904,9.2
2022,2918001,11.6
2022,2918100,16.2
2022,2918209,13.1
2022,2918308,3.2
2022,2918357,2.1
2022,2918407,4.1
2022,2918456,7.9
2022,2918506,6.8
2022,2918555,12.7
2022,2918605,0.1
2022,2918704,1.6
2022,2918753,15.1
2022,2918803,6.8
2022,2918902,12.6
2022,2919009,6.1
2022,2919058,6.2
2022,2919108,19.1
2022,2919157,0.8
2022,2919207,8.1
2022,2919306,12.2
2022,2919405,0.5
2022,2919504,6.8
2022,2919553,5.4
2022,2919603,15.1
2022,2919702,11.4
2022,2919801,2.1
2022,2919900,3.4
2022,2919926,6.0
2022,2919959,22.5
2022,2920007,17.7
2022,2920106,8.5
2022,2920205,0.7
2022,2920304,5.2
2022,2920403,12.5
2022,2920452,5.6
2022,2920502,4.2
2022,2920601,9.5
2022,2920700,12.1
2022,2920809,7.8
2022,2920908,6.7
2022,2921005,10.2
2022,2921054,1.0
2022,2921104,17.4
2022,2921203,7.9
2022,2921302,16.9
2022,2921401,10.7
2022,2921450,9.7
2022,2921500,14.2
2022,2921609,5.1
2022,2921708,7.1
2022,2921807,4.3
2022,2921906,6.2
2022,2922003,5.6
2022,2922052,7.5
2022,2922102,0.1
2022,2922201,6.0
2022,2922250,10.1
2022,2922300,8.3
2022,2922409,6.3
2022,2922508,0.8
2022,2922607,10.6
2022,2922656,14.4
2022,2922706,12.7
2022,2922730,8.5
2022,2922755,4.3
2022,2922805,2.3
2022,2922854,0.2
2022,2922904,9.9
2022,2923001,1.4
2022,2923035,0.0
2022,2923050,10.0
2022,2923100,8.0
2022,2923209,4.4
2022,2923308,12.9
2022,2923357,15.2
2022,2923407,2.2
2022,2923506,9.7
2022,2923605,6.6
2022,2923704,10.4
2022,2923803,13.8
2022,2923902,19.0
2022,2924009,12.2
2022,2924058,9.3
2022,2924108,10.9
2022,2924207,20.2
2022,2924306,0.9
2022,2924405,18.1
2022,2924504,4.5
2022,2924603,2.1
2022,2924652,4.5
2022,2924678,16.0
2022,2924702,7.9
2022,2924801,9.8
2022,2924900,1.8
2022,2925006,11.7
2022,2925105,8.9
2022,2925204,5.5
2022,2925253,14.0
2022,2925303,9.0
2022,2925402,6.0
2022,2925501,11.5
2022,2925600,5.3
2022,2925709,12.3
2022,2925758,6.5
2022,2925808,8.6
2022,2925907,12.8
2022,2925931,1.9
2022,2925956,1.4
2022,2926004,11.5
2022,2926103,4.8
2022,2926202,12.1
2022,2926301,9.6
2022,2926400,0.5
2022,2926509,10.1
2022,2926608,4.8
2022,2926657,14.4
2022,2926707,6.3
2022,2926806,11.3
2022,2926905,3.0
2022,2927002,11.0
2022,2927101,8.4
2022,2927200,8.0
2022,2927309,12.5
2022,2927408,8.8
2022,2927507,12.3
2022,2927606,18.9
2022,2927705,9.7
2022,2927804,9.0
2022,2927903,0.0
2022,2928000,5.9
2022,2928059,2.0
2022,2928109,6.1
2022,2928208,1.3
2022,2928307,13.7
2022,2928406,4.3
2022,2928505,2.9
2022,2928604,6.0
2022,2928703,5.2
2022,2928802,14.3
2022,2928901,11.9
2022,2928950,2.1
2022,2929008,11.3
2022,2929057,3.3
2022,2929107,2.0
2022,2929206,10.4
2022,2929255,0.8
2022,2929305,12.9
2022,2929354,18.3
2022,2929370,6.5
2022,2929404,6.5
2022,2929503,9.6
2022,2929602,0.3
2022,2929701,19.0
2022,2929750,0.0
2022,2929800,13.9
2022,2929909,1.5
2022,2930006,9.5
2022,2930105,6.2
2022,2930154,0.5
2022,2930204,10.1
2022,2930303,3.1
2022,2930402,7.7
2022,2930501,12.7
2022,2930600,11.9
2022,2930709,11.9
2022,2930758,2.2
2022,2930766,12.2
2022,2930774,5.9
2022,2930808,0.3
2022,2930907,3.5
2022,2931004,11.0
2022,2931053,10.4
2022,2931103,20.9
2022,2931202,11.4
