ano,cod_municipio,tdi_ef
2022,2402006,11.4
2022,2402105,13.7
2022,2402204,25
2022,2402303,18.5
2022,2402402,4.9
2022,2402501,25.4
2022,2402600,26.1
2022,2402709,15.2
2022,2402808,24.4
2022,2402907,25.3
2022,2403004,3.3
2022,2403103,10.3
2022,2403202,12.5
2022,2403251,16.9
2022,2403301,17.3
2022,2403400,12.9
2022,2403509,25.1
2022,2403608,24.8
2022,2403707,17.2
2022,2403756,25.4
2022,2403806,12.1
2022,2403905,18.9
2022,2404002,20.5
2022,2404101,13.4
2022,2404200,23.5
2022,2404309,19.3
2022,2404408,23.1
2022,2404507,18
2022,2404606,22.3
2022,2404705,24.3
2022,2404804,8.9
2022,2404853,15.5
2022,2404903,10
2022,2405009,14.2
2022,2405108,6.3
2022,2405207,18.5
2022,2405306,22.8
2022,2405405,16.7
2022,2405504,24.6
2022,2405603,17.2
2022,2405702,11.8
2022,2405801,15.1
2022,2405900,30.7
2022,2406007,20.6
2022,2406106,18.4
2022,2406155,26.9
2022,2406205,17.2
2022,2406304,15.4
2022,2406403,34.6
2022,2406502,19.4
2022,2406601,24.1
2022,2406700,10.2
2022,2406809,20.8
2022,2406908,15.1
2022,2407005,23.8
2022,2407104,21.5
2022,2407203,20.8
2022,2407252,28.4
2022,2407302,19.5
2022,2407401,20.1
2022,2407500,23.5
2022,2407609,20.4
2022,2407708,21.7
2022,2407807,20.9
2022,2407906,26.9
2022,2408003,15.8
2022,2408102,18.1
2022,2408201,22
2022,2408300,17.3
2022,2408409,25.9
2022,2408508,8.8
2022,2408607,21.1
2022,2408706,27.3
2022,2408805,27.9
2022,2408904,15.6
2022,2408953,28
2022,2409100,15.8
2022,2409209,21.2
2022,2409308,25.3
2022,2409332,24
2022,2409407,11.4
2022,2409506,24.1
2022,2409605,19.5
2022,2409704,25.5
2022,2409803,21.3
2022,2409902,17
2022,2410009,21.5
2022,2410108,28
2022,2410207,19.7
2022,2410256,25.3
2022,2410306,23.6
2022,2410405,23.4
2022,2410504,26.8
2022,2410603,20.7
2022,2410702,19.2
2022,2410801,23.8
2022,2410900,18.6
2022,2411007,17.1
2022,2411056,18
2022,2411106,5.6
2022,2411205,13.5
2022,2411403,24
2022,2411429,10.1
2022,2411502,18.7
2022,2411601,24.9
2022,2411700,19.8
2022,2411809,17
2022,2411908,17.1
2022,2412005,21.8
2022,2412104,9.5
2022,2412203,23.8
2022,2412302,20.3
2022,2412401,3.9
2022,2412500,18.9
2022,2412559,27.4
2022,2412609,12.2
2022,2412708,25.5
2022,2412807,29.5
2022,2412906,25.8
2022,2413003,20.5
2022,2413102,26.5
2022,2413201,27
2022,2413300,23.9
2022,2413359,21.1
2022,2413409,13.8
2022,2413508,14.6
2022,2413557,18.9
2022,2413607,15.9
2022,2413706,12.2
2022,2413805,19.8
2022,2413904,19.5
2022,2414001,20
2022,2414100,16.6
2022,2414159,7.3
2022,2414209,22.7
2022,2414308,19.7
2022,2414407,25.1
2022,2414456,30.8
2022,2414506,15.5
2022,2414605,16.5
2022,2414704,21.8
2022,2414753,19
2022,2414803,17.8
2022,2414902,10.6
2022,2415008,32.7
2022,2500106,6.3
2022,2500205,15.2
2022,2500304,36.1
2022,2500403,21.5
2022,2500502,15.3
2022,2500536,19.3
2022,2500577,21.9
2022,2500601,20.2
2022,2500700,20.9
2022,2500734,13.5
2022,2500775,18.1
2022,2500809,22.6
2022,2500908,21.8
2022,2501005,16.7
2022,2501104,16.6
2022,2501153,17.9
2022,2501203,9.9
2022,2501302,19.6
2022,2501351,17.6
2022,2501401,24.4
2022,2501500,18.6
2022,2501534,8.8
2022,2501575,13.2
2022,2501609,21
2022,2501708,7.3
2022,2501807,25.7
2022,2501906,11.7
2022,2502003,18
2022,2502052,15
2022,2502102,17.9
2022,2502151,15.1
2022,2502201,16.5
2022,2502300,12
2022,2502409,22.1
2022,2502508,23.2
2022,2502607,14.4
2022,2502706,17.4
2022,2502805,8.9
2022,2502904,15.5
2022,2503001,17.1
2022,2503100,10.4
2022,2503209,20.8
2022,2503308,21.5
2022,2503407,14.2
2022,2503506,18.3
2022,2503555,26.3
2022,2503605,21.6
2022,2503704,16.9
2022,2503753,23.9
2022,2503803,25.3
2022,2503902,12
2022,2504009,16.3
2022,2504033,17.1
2022,2504074,21.8
2022,2504108,14.6
2022,2504157,19.1
2022,2504207,17.3
2022,2504306,17.3
2022,2504355,21.6
2022,2504405,14.3
2022,2504504,19.9
2022,2504603,19.2
2022,2504702,18.2
2022,2504801,24
2022,2504850,12.5
2022,2504900,26.4
2022,2505006,12.8
2022,2505105,7.7
2022,2505204,16.3
2022,2505238,24.9
2022,2505279,11.6
2022,2505303,19.2
2022,2505352,18.4
2022,2505402,19.1
2022,2505501,14.7
2022,2505600,20.2
2022,2505709,3.2
2022,2505808,19.5
2022,2505907,18.5
2022,2506004,6.6
2022,2506103,24.2
2022,2506202,8.8
2022,2506251,15.1
2022,2506301,15.8
2022,2506400,17.1
2022,2506509,10.4
2022,2506608,15.8
2022,2506707,23.2
2022,2506806,20.6
2022,2506905,15.6
2022,2507002,15.3
2022,2507101,21.4
2022,2507200,16.9
2022,2507309,22.6
2022,2507408,31.5
2022,2507507,17.1
2022,2507606,24.1
2022,2507705,19.3
2022,2507804,15.3
2022,2507903,16.9
2022,2508000,13.8
2022,2508109,19.3
2022,2508208,23
2022,2508307,15.7
2022,2508406,14.6
2022,2508505,18.5
2022,2508554,20.8
2022,2508604,25.2
2022,2508703,11.4
2022,2508802,16.1
2022,2508901,18.6
2022,2509008,15.8
2022,2509057,32.7
2022,2509107,18.9
2022,2509156,30
2022,2509206,15.6
2022,2509305,20.3
2022,2509339,21
2022,2509370,25.3
2022,2509396,18.9
2022,2509404,17.9
2022,2509503,15.7
2022,2509602,17.3
2022,2509701,6.2
2022,2509800,21.5
2022,2509909,13
2022,2510006,21.7
2022,2510105,15.5
2022,2510204,14.8
2022,2510303,17
2022,2510402,12.5
2022,2510501,17.5
2022,2510600,13.2
2022,2510659,11.3
2022,2510709,13.3
2022,2510808,14.6
2022,2510907,11.5
2022,2511004,12.1
2022,2511103,12.2
2022,2511202,17.7
2022,2511301,19.4
2022,2511400,8
2022,2511509,15.6
2022,2511608,19.9
2022,2511707,14.3
2022,2511806,20.3
2022,2511905,16.9
2022,2512002,19.5
2022,2512036,31.4
2022,2512077,14.3
2022,2512101,9.5
2022,2512200,16.2
2022,2512309,7
2022,2512408,16.7
2022,2512507,12.4
2022,2512606,11
2022,2512705,22.7
2022,2512721,32.9
2022,2512747,9.2
2022,2512754,13.4
2022,2512762,17.8
2022,2512788,21.9
2022,2512804,22.7
2022,2512903,25.8
2022,2513000,22.1
2022,2513109,22
2022,2513158,22.8
2022,2513208,12.8
2022,2513307,12.2
2022,2513356,13.5
2022,2513406,8.6
2022,2513505,15.1
2022,2513604,21.1
2022,2513653,14.4
2022,2513703,27.4
2022,2513802,9.9
2022,2513851,9
2022,2513901,21.9
2022,2513927,11.5
2022,2513943,11.1
2022,2513968,21.3
2022,2513984,8.5
2022,2514008,12.7
2022,2514107,16.3
2022,2514206,29
2022,2514305,18.2
2022,2514404,19.2
2022,2514453,24.7
2022,2514503,14.7
2022,2514552,11.5
2022,2514602,20.8
2022,2514651,23.1
2022,2514701,6
2022,2514800,18.7
2022,2514909,15.3
2022,2515005,30.1
2022,2515104,25.4
2022,2515203,8.1
2022,2515302,15
2022,2515401,12.7
2022,2515500,18.1
2022,2515609,17.2
2022,2515708,11.7
2022,2515807,24.9
2022,2515906,27.3
2022,2515930,18.3
2022,2515971,20.8
2022,2516003,21.3
2022,2516102,16.8
2022,2516151,16.7
2022,2516201,16
2022,2516300,10.1
2022,2516409,16.9
2022,2516508,21.4
2022,2516607,15.2
2022,2516706,18
2022,2516755,20
2022,2516805,18.2
2022,2516904,26.9
2022,2517001,11.3
2022,2517100,5.7
2022,2517209,14.9
2022,2517407,4.6
2022,2600054,16.6
2022,2600104,10.1
2022,2600203,7.8
2022,2600302,17.3
2022,2600401,18
2022,2600500,17.8
2022,2600609,23.7
2022,2600708,23
2022,2600807,18.8
2022,2600906,17
2022,2601003,17.3
2022,2601052,10.7
2022,2601102,14
2022,2601201,13.3
2022,2601300,20.4
2022,2601409,18.5
2022,2601508,9.9
2022,2601607,13.4
2022,2601706,20.9
2022,2601805,13.2
2022,2601904,14.8
2022,2602001,19.9
2022,2602100,17.7
2022,2602209,10.9
2022,2602308,8.3
2022,2602407,13.3
2022,2602506,11.5
2022,2602605,14.9
2022,2602704,17.9
2022,2602803,16.3
2022,2602902,13.1
2022,2603009,7.4
2022,2603108,10.4
2022,2603207,11.1
2022,2603306,13.3
2022,2603405,11.6
2022,2603454,16.8
2022,2603504,24.8
2022,2603603,15.8
2022,2603702,16.7
2022,2603801,13.2
2022,2603900,6.2
2022,2603926,29.9
2022,2604007,12.8
2022,2604106,18
2022,2604155,12
2022,2604205,20.9
2022,2604304,12.9
2022,2604403,12.8
2022,2604502,29.2
2022,2604601,17.6
2022,2604700,22.4
2022,2604809,18
2022,2604908,18.9
2022,2605004,15.8
2022,2605103,5.9
2022,2605152,5.6
2022,2605202,13.7
2022,2605301,12.8
2022,2605400,12.1
2022,2605459,6
2022,2605509,19.2
2022,2605608,7.6
2022,2605707,17.4
2022,2605806,26.1
2022,2605905,21.2
2022,2606002,17.3
2022,2606101,12
2022,2606200,20
2022,2606309,14
2022,2606408,20.9
2022,2606507,15.2
2022,2606606,18.4
2022,2606705,14.4
2022,2606804,15.5
2022,2606903,7.7
2022,2607000,20
2022,2607109,10.7
2022,2607208,11.6
2022,2607307,12.2
2022,2607406,15.8
2022,2607505,24.2
2022,2607604,15
2022,2607653,21.6
2022,2607703,12
2022,2607752,13
2022,2607802,21
2022,2607901,14.5
2022,2607950,21.9
2022,2608008,18
2022,2608057,15.5
2022,2608107,12.1
2022,2608206,20.4
2022,2608255,11.2
2022,2608305,11
2022,2608404,11.5
2022,2608453,12.9
2022,2608503,13.4
2022,2608602,18
2022,2608701,13.7
2022,2608750,11.1
2022,2608800,13.7
2022,2608909,12.5
2022,2609006,15.3
2022,2609105,9.6
2022,2609154,13.9
2022,2609204,18
2022,2609303,15.5
2022,2609402,17.5
2022,2609501,14.2
2022,2609600,19.1
2022,2609709,7.6
2022,2609808,9.7
2022,2609907,19.6
2022,2610004,17
2022,2610103,20.2
2022,2610202,9.5
2022,2610301,11.8
2022,2610400,6.9
2022,2610509,9.8
2022,2610608,15.8
2022,2610707,17
2022,2610806,14.5
2022,2610905,18.6
2022,2611002,11.2
2022,2611101,9.7
2022,2611200,12.6
2022,2611309,26.2
2022,2611408,16.8
2022,2611507,12.8
2022,2611533,7.7
2022,2611606,14.5
2022,2611705,13
2022,2611804,18.8
2022,2611903,11.9
2022,2612000,16.7
2022,2612109,14.6
2022,2612208,11.5
2022,2612307,13.5
2022,2612406,15.9
2022,2612455,15
2022,2612471,10.4
2022,2612505,18.2
2022,2612554,21.1
2022,2612604,15.5
2022,2612703,19.5
2022,2612802,14.3
2022,2612901,15
2022,2613008,11.8
2022,2613107,16
2022,2613206,10.8
2022,2613305,12.3
2022,2613404,18.3
2022,2613503,9.4
2022,2613602,8.1
2022,2613701,18.2
2022,2613800,17.4
2022,2613909,9.9
2022,2614006,12.5
2022,2614105,12
2022,2614204,16.4
2022,2614303,15.9
2022,2614402,8.7
2022,2614501,14.7
2022,2614600,7.1
2022,2614709,19.6
2022,2614808,12.8
2022,2614857,17.6
2022,2615003,12.8
2022,2615102,22.2
2022,2615201,10.6
2022,2615300,14.5
2022,2615409,16.7
2022,2615508,12.9
2022,2615607,10.6
2022,2615706,4.7
2022,2615805,33.5
2022,2615904,7.8
2022,2616001,11.7
2022,2616100,14.2
2022,2616183,19.9
2022,2616209,18.2
2022,2616308,16.6
2022,2616407,20.4
2022,2616506,13.2
2022,2700102,22.3
2022,2700201,11.4
2022,2700300,13.1
2022,2700409,13.1
2022,2700508,21.1
2022,2700607,14.8
2022,2700706,12.9
2022,2700805,11.3
2022,2700904,11.7
2022,2701001,11.2
2022,2701100,10.3
2022,2701209,6.4
2022,2701308,20.5
2022,2701357,16.7
2022,2701407,10
2022,2701506,24.9
2022,2701605,13.6
2022,2701704,19.5
2022,2701803,20.5
2022,2701902,15.2
2022,2702009,9.6
2022,2702108,14.7
2022,2702207,19.6
2022,2702306,5.2
2022,2702355,16.4
2022,2702405,19.1
2022,2702504,21.1
2022,2702553,12.2
2022,2702603,13.2
2022,2702702,9
2022,2702801,15.4
2022,2702900,17.1
2022,2703007,13.3
2022,2703106,12.3
2022,2703205,11.1
2022,2703304,17.1
2022,2703403,4.5
2022,2703502,12.6
2022,2703601,20.9
2022,2703700,18.8
2022,2703759,6.7
2022,2703809,17.8
2022,2703908,11.6
2022,2704005,11
2022,2704104,14.4
2022,2704203,12.9
2022,2704302,19
2022,2704401,8.3
2022,2704500,18.5
2022,2704609,15.4
2022,2704708,18.7
2022,2704807,14.5
2022,2704906,14.8
2022,2705002,14.5
2022,2705101,13.2
2022,2705200,11.8
2022,2705309,8.2
2022,2705408,18.6
2022,2705507,7.7
2022,2705606,48.6
2022,2705705,17.7
2022,2705804,19.2
2022,2705903,24.5
2022,2706000,14.2
2022,2706109,14
2022,2706208,7
2022,2706307,10.4
2022,2706406,5.9
2022,2706422,14.2
2022,2706448,24.7
2022,2706505,18.9
2022,2706604,15.3
2022,2706703,11.2
2022,2706802,10.1
2022,2706901,15.8
2022,2707008,13
2022,2707107,14.3
2022,2707206,16.3
2022,2707305,13.6
2022,2707404,17.2
2022,2707503,18.1
2022,2707602,19.7
2022,2707701,20.1
2022,2707800,18
2022,2707909,17.3
2022,2708006,18.7
2022,2708105,11.1
2022,2708204,16.9
2022,2708303,7.6
2022,2708402,15.6
2022,2708501,13.2
2022,2708600,14.1
2022,2708709,12.2
2022,2708808,16.5
2022,2708907,17.1
2022,2708956,19
2022,2709004,11.6
2022,2709103,11.4
2022,2709152,8.1
2022,2709202,24.4
2022,2709301,8.7
2022,2709400,13.9
2022,2800100,18.8
2022,2800209,17.7
2022,2800308,15.2
2022,2800407,15.6
2022,2800506,25.9
2022,2800605,21
2022,2800670,17.3
2022,2800704,19.2
2022,2801009,19.2
2022,2801108,20.9
2022,2801207,27.3
2022,2801306,18.8
2022,2801405,25.7
2022,2801504,20.4
2022,2801603,19.5
2022,2801702,14.7
2022,2801900,19.7
2022,2802007,19.3
2022,2802106,19.4
2022,2802205,21.4
2022,2802304,25.4
2022,2802403,21.7
2022,2802502,12.5
2022,2802601,19.4
2022,2802700,22
2022,2802809,23.6
2022,2802908,18.1
2022,2803005,15.4
2022,2803104,22
2022,2803203,18.9
2022,2803302,16.9
2022,2803401,26
2022,2803500,16.2
2022,2803609,16.7
2022,2803708,23.2
2022,2803807,17.8
2022,2803906,20.9
2022,2804003,21.3
2022,2804102,20.1
2022,2804201,24.1
2022,2804300,14.7
2022,2804409,16.7
2022,2804458,16.8
2022,2804508,19
2022,2804607,18.1
2022,2804706,11.5
2022,2804805,19
2022,2804904,16.7
2022,2805000,19.3
2022,2805109,19.3
2022,2805208,26.5
2022,2805307,19
2022,2805406,21.9
2022,2805505,14.9
2022,2805604,19.6
2022,2805703,11.6
2022,2805802,23.6
2022,2805901,21.7
2022,2806008,18.3
2022,2806107,21.5
2022,2806206,18.9
2022,2806305,28.1
2022,2806404,19.6
2022,2806503,18.2
2022,2806602,22.5
2022,2806701,16.7
2022,2806800,16.3
2022,2806909,18.8
2022,2807006,22.7
2022,2807105,20
2022,2807204,16.7
2022,2807303,18.4
2022,2807402,20.5
2022,2807501,17.1
2022,2807600,20.4
2022,2900108,17.8
2022,2900207,10.8
2022,2900306,28.5
2022,2900355,33
2022,2900405,31.1
2022,2900504,20.7
2022,2900603,29.8
2022,2900702,25
2022,2900801,27.9
2022,2900900,19.5
2022,2901007,18
2022,2901106,23.7
2022,2901155,8.6
2022,2901205,28.5
2022,2901304,14.9
2022,2901353,29.5
2022,2901403,15
2022,2901502,19.1
2022,2901601,22.4
2022,2901700,28.1
2022,2901809,16.6
2022,2901908,35.4
2022,2901957,25.5
2022,2902005,27.8
2022,2902054,18.3
2022,2902104,31.6
2022,2902203,18.5
2022,2902252,29.8
2022,2902302,36.3
2022,2902401,28
2022,2902500,18.9
2022,2902609,26.6
2022,2902658,20.5
2022,2902708,19.5
2022,2902807,14.5
2022,2902906,26.3
2022,2903003,9.9
2022,2903102,25.9
2022,2903201,23.8
2022,2903235,13.2
2022,2903276,20.9
2022,2903300,22
2022,2903409,26.8
2022,2903508,18.6
2022,2903607,31.6
2022,2903706,15.7
2022,2903805,17.8
2022,2903904,15.1
2022,2903953,25.1
2022,2904001,9.4
2022,2904050,11.8
2022,2904100,9.2
2022,2904209,17.8
2022,2904308,14.4
2022,2904407,14.4
2022,2904506,25.2
2022,2904605,12.6
2022,2904704,24
2022,2904753,11.8
2022,2904803,23.7
2022,2904852,20.8
2022,2904902,27.7
2022,2905008,9.8
2022,2905107,22
2022,2905156,19.8
2022,2905206,22.4
2022,2905305,11.6
2022,2905404,33.9
2022,2905503,12.6
2022,2905602,24.8
2022,2905701,18.6
2022,2905800,26.5
2022,2905909,24
2022,2906006,21.8
2022,2906105,15.7
2022,2906204,6.9
2022,2906303,32.4
2022,2906402,15.6
2022,2906501,24.9
2022,2906600,17.5
2022,2906709,26.6
2022,2906808,31.7
2022,2906824,22.8
2022,2906857,20.7
2022,2906873,17.6
2022,2906899,21.4
2022,2906907,22.9
2022,2907004,19.6
2022,2907103,14.4
2022,2907202,28.6
2022,2907301,9.7
2022,2907400,15.8
2022,2907509,15.7
2022,2907558,23.7
2022,2907608,20.2
2022,2907707,16.1
2022,2907806,12.1
2022,2907905,26.7
2022,2908002,25.8
2022,2908101,20
2022,2908200,23.1
2022,2908309,21.8
2022,2908408,19.5
2022,2908507,24.5
2022,2908606,29
2022,2908705,20.5
2022,2908804,25.7
2022,2908903,31.9
2022,2909000,12.7
2022,2909109,9.6
2022,2909208,23.8
2022,2909307,16.9
2022,2909406,15.8
2022,2909505,21
2022,2909604,20.2
2022,2909703,18.5
2022,2909802,20.8
2022,2909901,22.5
2022,2910008,30.7
2022,2910057,18
2022,2910107,25.7
2022,2910206,8.2
2022,2910305,16.8
2022,2910404,28
2022,2910503,29.7
2022,2910602,25.2
2022,2910701,28.4
2022,2910727,26.3
2022,2910750,20.8
2022,2910776,12.1
2022,2910800,26.1
2022,2910859,19.8
2022,2910909,30.8
2022,2911006,23.7
2022,2911105,14
2022,2911204,16.2
2022,2911253,19.4
2022,2911303,10.9
2022,2911402,20.4
2022,2911501,24.5
2022,2911600,19.4
2022,2911659,19.3
2022,2911709,19.7
2022,2911808,25.6
2022,2911857,25
2022,2911907,19.5
2022,2912004,19.3
2022,2912103,21.8
2022,2912202,20.9
2022,2912301,35
2022,2912400,13.9
2022,2912509,10.3
2022,2912608,18.9
2022,2912707,26.3
2022,2912806,23.4
2022,2912905,29
2022,2913002,9.6
2022,2913101,11
2022,2913200,13.8
2022,2913309,17.7
2022,2913408,17.6
2022,2913457,24.7
2022,2913507,22.8
2022,2913606,24.9
2022,2913705,27.8
2022,2913804,24
2022,2913903,20.9
2022,2914000,28.9
2022,2914109,22.7
2022,2914208,24
2022,2914307,26.7
2022,2914406,6.6
2022,2914505,25.2
2022,2914604,5.5
2022,2914653,28.8
2022,2914703,16
2022,2914802,22.1
2022,2914901,25.1
2022,2915007,8
2022,2915106,27.7
2022,2915205,21.6
2022,2915304,35.4
2022,2915353,17.9
2022,2915403,33
2022,2915502,32.9
2022,2915601,15.5
2022,2915700,30.4
2022,2915809,34.7
2022,2915908,22.8
2022,2916005,23.2
2022,2916104,22.6
2022,2916203,17.1
2022,2916302,29.8
2022,2916401,26.2
2022,2916500,25.5
2022,2916609,35.2
2022,2916708,18
2022,2916807,28.7
2022,2916856,10.8
2022,2916906,10.8
2022,2917003,28.3
2022,2917102,21.5
2022,2917201,17.8
2022,2917300,20.4
2022,2917334,14.6
2022,2917359,5.6
2022,2917409,7.3
2022,2917508,19.3
2022,2917607,18.1
2022,2917706,20.1
2022,2917805,29.3
2022,2917904,19.2
2022,2918001,18.5
2022,2918100,25.8
2022,2918209,23.2
2022,2918308,24.9
2022,2918357,10.8
2022,2918407,16.3
2022,2918456,20.7
2022,2918506,14.1
2022,2918555,25.3
2022,2918605,8.5
2022,2918704,8.2
2022,2918753,21.1
2022,2918803,22.5
2022,2918902,23
2022,2919009,20.2
2022,2919058,12.2
2022,2919108,29
2022,2919157,8.3
2022,2919207,19.3
2022,2919306,26.1
2022,2919405,5.6
2022,2919504,15.2
2022,2919553,15.6
2022,2919603,28.6
2022,2919702,20.5
2022,2919801,14.3
2022,2919900,15.2
2022,2919926,18.3
2022,2919959,21.1
2022,2920007,27.4
2022,2920106,21.2
2022,2920205,14.2
2022,2920304,18.5
2022,2920403,28
2022,2920452,14.6
2022,2920502,13
2022,2920601,22.5
2022,2920700,32.7
2022,2920809,15
2022,2920908,22.1
2022,2921005,12.1
2022,2921054,19
2022,2921104,27.8
2022,2921203,25.1
2022,2921302,18.4
2022,2921401,29.9
2022,2921450,21.5
2022,2921500,30.4
2022,2921609,17.6
2022,2921708,16.8
2022,2921807,9.7
2022,2921906,12.6
2022,2922003,19.1
2022,2922052,16.9
2022,2922102,11.9
2022,2922201,15.1
2022,2922250,25.5
2022,2922300,30
2022,2922409,17.9
2022,2922508,24.2
2022,2922607,26.9
2022,2922656,24.4
2022,2922706,32.3
2022,2922730,23
2022,2922755,28.1
2022,2922805,19.6
2022,2922854,15.5
2022,2922904,19.2
2022,2923001,18.8
2022,2923035,5
2022,2923050,19.6
2022,2923100,15.4
2022,2923209,15.6
2022,2923308,27.2
2022,2923357,22.1
2022,2923407,26.4
2022,2923506,17.7
2022,2923605,15.9
2022,2923704,22.6
2022,2923803,22.7
2022,2923902,26.1
2022,2924009,22
2022,2924058,20.5
2022,2924108,28.6
2022,2924207,24.1
2022,2924306,8.8
2022,2924405,36.1
2022,2924504,15.2
2022,2924603,19.3
2022,2924652,13.4
2022,2924678,33
2022,2924702,18.6
2022,2924801,20.4
2022,2924900,11.8
2022,2925006,21
2022,2925105,23.8
2022,2925204,15.5
2022,2925253,24.6
2022,2925303,26.2
2022,2925402,22.3
2022,2925501,27.5
2022,2925600,11.7
2022,2925709,25.9
2022,2925758,20.2
2022,2925808,25.8
2022,2925907,26.9
2022,2925931,15.5
2022,2925956,18.6
2022,2926004,29.5
2022,2926103,10.9
2022,2926202,22.5
2022,2926301,20
2022,2926400,9.3
2022,2926509,30.7
2022,2926608,16.5
2022,2926657,33.4
2022,2926707,15.2
2022,2926806,19.6
2022,2926905,19.2
2022,2927002,19.4
2022,2927101,20.5
2022,2927200,16.8
2022,2927309,21.1
2022,2927408,21.9
2022,2927507,30
2022,2927606,28.8
2022,2927705,25.2
2022,2927804,23.1
2022,2927903,16.1
2022,2928000,11.5
2022,2928059,26
2022,2928109,18.8
2022,2928208,9.9
2022,2928307,28.3
2022,2928406,17.3
2022,2928505,16.4
2022,2928604,22.9
2022,2928703,17.5
2022,2928802,22
2022,2928901,16.4
2022,2928950,18.2
2022,2929008,18.8
2022,2929057,11
2022,2929107,11
2022,2929206,21
2022,2929255,17.4
2022,2929305,28.7
2022,2929354,26.8
2022,2929370,22.7
2022,2929404,16.5
