ano,cod_municipio,tdi_em
2022,1100015,19.6
2022,1100023,20.5
2022,1100031,14.3
2022,1100049,14.3
2022,1100056,17
2022,1100064,13.2
2022,1100072,17.7
2022,1100080,22
2022,1100098,11.2
2022,1100106,28.6
2022,1100114,17.6
2022,1100122,16.8
2022,1100130,29
2022,1100148,14.5
2022,1100155,17.9
2022,1100189,20.1
2022,1100205,23.2
2022,1100254,10.2
2022,1100262,23.9
2022,1100288,15.3
2022,1100296,9.3
2022,1100304,21.6
2022,1100320,16.2
2022,1100338,26.9
2022,1100346,13.5
2022,1100379,22.8
2022,1100403,20.4
2022,1100452,20.4
2022,1100502,15.3
2022,1100601,14.6
2022,1100700,33.8
2022,1100809,16.2
2022,1100908,24.7
2022,1100924,27.9
2022,1100940,23.7
2022,1101005,20.7
2022,1101104,25.8
2022,1101203,16.4
2022,1101302,20.1
2022,1101401,24.9
2022,1101435,27.1
2022,1101450,15.3
2022,1101468,21.3
2022,1101476,20.5
2022,1101484,25.3
2022,1101492,16.3
2022,1101500,15.8
2022,1101559,25.9
2022,1101609,20.9
2022,1101708,21.7
2022,1101757,35.2
2022,1101807,27.2
2022,1200013,35.4
2022,1200054,39.9
2022,1200104,19.4
2022,1200138,39.3
2022,1200179,34.1
2022,1200203,31.9
2022,1200252,17.2
2022,1200302,48.5
2022,1200328,31.8
2022,1200336,37.8
2022,1200344,33
2022,1200351,50.9
2022,1200385,26
2022,1200393,48.9
2022,1200401,23.2
2022,1200427,39.1
2022,1200435,65.2
2022,1200450,21
2022,1200500,43.6
2022,1200609,40.8
2022,1200708,36.2
2022,1200807,38.9
2022,1300029,54.2
2022,1300060,41.3
2022,1300086,27.6
2022,1300102,22.5
2022,1300144,27.3
2022,1300201,53.2
2022,1300300,37.5
2022,1300409,33.8
2022,1300508,48.8
2022,1300607,29.3
2022,1300631,44.4
2022,1300680,39.2
2022,1300706,29.2
2022,1300805,39.4
2022,1300839,39.2
2022,1300904,28.9
2022,1301001,22.8
2022,1301100,40.7
2022,1301159,36.9
2022,1301209,34.3
2022,1301308,42.5
2022,1301407,27.7
2022,1301506,17
2022,1301605,48.6
2022,1301654,38.7
2022,1301704,34
2022,1301803,55.4
2022,1301852,39.8
2022,1301902,34.6
2022,1301951,27.4
2022,1302009,21.4
2022,1302108,55.8
2022,1302207,51.7
2022,1302306,44.9
2022,1302405,39.7
2022,1302504,28.8
2022,1302553,40
2022,1302603,24.3
2022,1302702,35.3
2022,1302801,63.9
2022,1302900,48.6
2022,1303007,32.1
2022,1303106,43
2022,1303205,31.9
2022,1303304,38.7
2022,1303403,25.5
2022,1303502,35.8
2022,1303536,30.6
2022,1303569,33.4
2022,1303601,39.6
2022,1303700,45.2
2022,1303809,44.9
2022,1303908,41.6
2022,1303957,25.7
2022,1304005,32.6
2022,1304062,37.7
2022,1304104,29.1
2022,1304203,42.7
2022,1304237,42.6
2022,1304260,52.1
2022,1304302,32.5
2022,1304401,28.4
2022,1400027,38.5
2022,1400050,25.1
2022,1400100,17.8
2022,1400159,30.9
2022,1400175,30
2022,1400209,24.6
2022,1400233,35.9
2022,1400282,38.5
2022,1400308,25.2
2022,1400407,39
2022,1400456,27.8
2022,1400472,32.1
2022,1400506,36.4
2022,1400605,27.4
2022,1400704,43.3
2022,1500107,33.9
2022,1500131,50.4
2022,1500206,60.5
2022,1500305,52.5
2022,1500347,36.4
2022,1500404,40.8
2022,1500503,55.4
2022,1500602,32.1
2022,1500701,63
2022,1500800,32.3
2022,1500859,45.6
2022,1500909,54.2
2022,1500958,54.5
2022,1501006,43.7
2022,1501105,60
2022,1501204,55
2022,1501253,51
2022,1501303,47.5
2022,1501402,33.9
2022,1501451,44
2022,1501501,35.7
2022,1501576,47.1
2022,1501600,56.5
2022,1501709,42.5
2022,1501725,34
2022,1501758,47.3
2022,1501782,46.4
2022,1501808,59.5
2022,1501907,53.5
2022,1501956,49
2022,1502004,45.6
2022,1502103,44.5
2022,1502152,39.9
2022,1502202,44.3
2022,1502301,48.6
2022,1502400,40.5
2022,1502509,62.3
2022,1502608,37.6
2022,1502707,35.5
2022,1502756,57.6
2022,1502764,51.9
2022,1502772,38.4
2022,1502806,61.9
2022,1502855,34.7
2022,1502905,59.8
2022,1502939,40.3
2022,1502954,41.2
2022,1503002,34.4
2022,1503044,40.1
2022,1503077,46.3
2022,1503093,54.7
2022,1503101,57.9
2022,1503200,44.4
2022,1503309,44.5
2022,1503408,51.1
2022,1503457,57
2022,1503507,53.8
2022,1503606,42.7
2022,1503705,44.6
2022,1503754,63.3
2022,1503804,39.9
2022,1503903,44.5
2022,1504000,47.7
2022,1504059,45.4
2022,1504109,51.4
2022,1504208,31.7
2022,1504307,51.4
2022,1504406,58.9
2022,1504422,39.9
2022,1504455,43.3
2022,1504505,61.4
2022,1504604,49.2
2022,1504703,51.9
2022,1504752,27.5
2022,1504802,32.6
2022,1504901,49.5
2022,1504950,51.5
2022,1504976,54.2
2022,1505007,51.4
2022,1505031,31.8
2022,1505064,44.5
2022,1505106,52.7
2022,1505205,66.6
2022,1505304,37.3
2022,1505403,43.6
2022,1505437,37.5
2022,1505486,42.6
2022,1505494,61.7
2022,1505502,38.7
2022,1505536,30
2022,1505551,52.3
2022,1505601,55.2
2022,1505635,36.2
2022,1505650,32
2022,1505700,33.7
2022,1505809,50.8
2022,1505908,54.1
2022,1506005,49.5
2022,1506104,58.5
2022,1506112,64.8
2022,1506138,30.8
2022,1506161,35.1
2022,1506187,39.4
2022,1506195,41
2022,1506203,35.6
2022,1506302,41.1
2022,1506351,37
2022,1506401,53.5
2022,1506500,41.8
2022,1506559,43.6
2022,1506583,62.4
2022,1506609,52
2022,1506708,46.9
2022,1506807,29
2022,1506906,43.6
2022,1507003,45.8
2022,1507102,48.7
2022,1507151,43.3
2022,1507201,57.5
2022,1507300,46.3
2022,1507409,56.8
2022,1507458,33.1
2022,1507466,52.9
2022,1507474,55.1
2022,1507508,57
2022,1507607,53.4
2022,1507706,40.9
2022,1507755,53.7
2022,1507805,55.2
2022,1507904,42.3
2022,1507953,51.3
2022,1507961,52.1
2022,1507979,35.6
2022,1508001,42.2
2022,1508035,42.9
2022,1508050,46.8
2022,1508084,34.1
2022,1508100,36.3
2022,1508126,32.1
2022,1508159,35.2
2022,1508209,40
2022,1508308,55.4
2022,1508357,43.6
2022,1508407,31.2
2022,1600055,47.4
2022,1600105,25.9
2022,1600154,39.4
2022,1600204,36
2022,1600212,41.3
2022,1600238,36.3
2022,1600253,47.6
2022,1600279,45.6
2022,1600303,33.7
2022,1600402,42.6
2022,1600501,48.8
2022,1600535,41.5
2022,1600550,53.8
2022,1600600,31.7
2022,1600709,47.3
2022,1600808,33.7
2022,1700251,20.6
2022,1700301,25.4
2022,1700350,17.9
2022,1700400,25.3
2022,1700707,17.7
2022,1701002,21
2022,1701051,14.8
2022,1701101,17.3
2022,1701309,21.7
2022,1701903,23.2
2022,1702000,13.6
2022,1702109,20.8
2022,1702158,29.5
2022,1702208,27
2022,1702307,22.8
2022,1702406,29.7
2022,1702554,23.7
2022,1702703,21.1
2022,1702901,33
2022,1703008,29.7
2022,1703057,25.4
2022,1703073,23.3
2022,1703107,23.9
2022,1703206,24
2022,1703305,18.8
2022,1703602,18.5
2022,1703701,16.6
2022,1703800,32.5
2022,1703826,19.8
2022,1703842,34.9
2022,1703867,32.3
2022,1703883,22.2
2022,1703891,21.8
2022,1703909,19.5
2022,1704105,24.4
2022,1704600,--
2022,1705102,36.1
2022,1705508,18.7
2022,1705557,16.7
2022,1705607,40.2
2022,1706001,31.6
2022,1706100,29.8
2022,1706258,23.2
2022,1706506,25.9
2022,1707009,30.3
2022,1707108,10.6
2022,1707207,26.4
2022,1707306,25.2
2022,1707405,39.7
2022,1707553,17.8
2022,1707652,31.7
2022,1707702,36.6
2022,1708205,28.3
2022,1708254,14.4
2022,1708304,56.1
2022,1709005,42.9
2022,1709302,18.9
2022,1709500,16.1
2022,1709807,17.5
2022,1710508,23.2
2022,1710706,28.3
2022,1710904,22.7
2022,1711100,20.2
2022,1711506,23.1
2022,1711803,29.4
2022,1711902,32.9
2022,1711951,34.1
2022,1712009,20
2022,1712157,17.9
2022,1712405,26.7
2022,1712454,25.5
2022,1712504,26.9
2022,1712702,41
2022,1712801,26.9
2022,1713205,26
2022,1713304,21
2022,1713601,30.4
2022,1713700,--
2022,1713809,36.5
2022,1713957,18.6
2022,1714203,22.6
2022,1714302,23.3
2022,1714880,32.6
2022,1715002,11.3
2022,1715101,33.3
2022,1715150,23.5
2022,1715259,47
2022,1715507,35.9
2022,1715705,35.9
2022,1715754,12.8
2022,1716109,18.4
2022,1716208,23.4
2022,1716307,23.3
2022,1716505,16.3
2022,1716604,30.9
2022,1716653,33.3
2022,1716703,16.7
2022,1717008,28.6
2022,1717206,35.5
2022,1717503,23.8
2022,1717800,32.4
2022,1717909,31.5
2022,1718006,34.2
2022,1718204,23.3
2022,1718303,31.9
2022,1718402,28.3
2022,1718451,37.4
2022,1718501,36.3
2022,1718550,31.3
2022,1718659,34.2
2022,1718709,28
2022,1718758,30.8
2022,1718808,32.9
2022,1718840,23.5
2022,1718865,37.3
2022,1718881,25
2022,1718899,35.1
2022,1718907,22.8
2022,1719004,20.9
2022,1720002,31.4
2022,1720101,41.1
2022,1720150,27.5
2022,1720200,38.4
2022,1720259,35.1
2022,1720309,20.5
2022,1720499,19.3
2022,1720655,22.1
2022,1720804,28.9
2022,1720853,19.4
2022,1720903,31.3
2022,1720937,35.8
2022,1720978,25.3
2022,1721000,12.1
2022,1721109,50.3
2022,1721208,34.3
2022,1721257,15.4
2022,1721307,32.5
2022,1722081,18.8
2022,1722107,19.6
2022,2100055,23.1
2022,2100105,34.1
2022,2100154,27.9
2022,2100204,28.8
2022,2100303,24
2022,2100402,29.9
2022,2100436,20.1
2022,2100477,16.5
2022,2100501,21.1
2022,2100550,30.6
2022,2100600,32.4
2022,2100709,35.1
2022,2100808,29.6
2022,2100832,22.7
2022,2100873,36.9
2022,2100907,36.5
2022,2100956,34.6
2022,2101004,16.2
2022,2101103,16.5
2022,2101202,24.2
2022,2101251,19.5
2022,2101301,27.3
2022,2101350,33.8
2022,2101400,17.8
2022,2101509,27.6
2022,2101608,34.1
2022,2101707,21.6
2022,2101731,33.5
2022,2101772,35.9
2022,2101806,37.6
2022,2101905,27.9
2022,2101939,25.9
2022,2101970,31.1
2022,2102002,34.3
2022,2102036,31.3
2022,2102077,30.4
2022,2102101,32
2022,2102150,32.1
2022,2102200,25.3
2022,2102309,14.9
2022,2102325,32.7
2022,2102358,31
2022,2102374,26
2022,2102408,39.3
2022,2102507,36.8
2022,2102556,14.2
2022,2102606,37.4
2022,2102705,38.9
2022,2102754,25.2
2022,2102804,23.9
2022,2102903,27.7
2022,2103000,27.6
2022,2103109,27.1
2022,2103125,27.1
2022,2103158,26.6
2022,2103174,31.6
2022,2103208,20.6
2022,2103257,38.8
2022,2103307,29.7
2022,2103406,36.8
2022,2103505,17.4
2022,2103554,31.9
2022,2103604,20.6
2022,2103703,29.3
2022,2103752,33.8
2022,2103802,17.2
2022,2103901,33
2022,2104008,24.3
2022,2104057,27
2022,2104073,28.1
2022,2104081,71.1
2022,2104099,25.4
2022,2104107,22.1
2022,2104206,21
2022,2104305,35.8
2022,2104404,18.2
2022,2104503,28.7
2022,2104552,31.9
2022,2104602,30.3
2022,2104628,33.4
2022,2104651,41.6
2022,2104677,37.3
2022,2104701,25.8
2022,2104800,29.6
2022,2104909,37.9
2022,2105005,29.5
2022,2105104,21.4
2022,2105153,33.2
2022,2105203,23.2
2022,2105302,17.9
2022,2105351,32.4
2022,2105401,30.2
2022,2105427,32.6
2022,2105450,23.1
2022,2105476,60.2
2022,2105500,26.2
2022,2105609,19.6
2022,2105658,10.3
2022,2105708,20.9
2022,2105807,38
2022,2105906,30.3
2022,2105922,13.2
2022,2105948,17.9
2022,2105963,27
2022,2105989,16.1
2022,2106003,23.9
2022,2106102,19.1
2022,2106201,24.1
2022,2106300,28.2
2022,2106326,26.4
2022,2106359,58.9
2022,2106375,38.3
2022,2106409,35.8
2022,2106508,26.5
2022,2106607,32.6
2022,2106631,43.1
2022,2106672,31.4
2022,2106706,28
2022,2106755,20.7
2022,2106805,27.4
2022,2106904,46.6
2022,2107001,35.7
2022,2107100,40.5
2022,2107209,22.6
2022,2107258,24.4
2022,2107308,21
2022,2107357,14.7
2022,2107407,35.6
2022,2107456,35.9
2022,2107506,18.2
2022,2107605,23.5
2022,2107704,25.9
2022,2107803,41
2022,2107902,19.1
2022,2108009,20
2022,2108058,23.5
2022,2108108,28.3
2022,2108207,17.3
2022,2108256,32.2
2022,2108306,25.5
2022,2108405,20
2022,2108454,25.3
2022,2108504,30.7
2022,2108603,20.3
2022,2108702,31
2022,2108801,20
2022,2108900,49.1
2022,2109007,18.8
2022,2109056,25.9
2022,2109106,22.7
2022,2109205,22
2022,2109239,29.7
2022,2109270,18.7
2022,2109304,24.3
2022,2109403,40.9
2022,2109452,23
2022,2109502,25.8
2022,2109551,19.2
2022,2109601,21.2
2022,2109700,23.4
2022,2109759,46
2022,2109809,32.7
2022,2109908,21.6
2022,2110005,25.2
2022,2110039,28
2022,2110104,35.9
2022,2110203,33.9
2022,2110237,29.3
2022,2110278,30.7
2022,2110302,26.6
2022,2110401,22.9
2022,2110500,17.5
2022,2110609,30.9
2022,2110658,22.7
2022,2110708,14.6
2022,2110807,28
2022,2110856,32
2022,2110906,36.7
2022,2111003,31.3
2022,2111029,30.9
2022,2111052,23.4
2022,2111078,35.7
2022,2111102,20.7
2022,2111201,17.9
2022,2111250,24.4
2022,2111300,19
2022,2111409,17.1
2022,2111508,21.5
2022,2111532,24.5
2022,2111573,33.8
2022,2111607,19.7
2022,2111631,37.1
2022,2111672,31.5
2022,2111706,27
2022,2111722,42.1
2022,2111748,17
2022,2111763,33.4
2022,2111789,34.6
2022,2111805,22
2022,2111904,24.4
2022,2111953,31.3
2022,2112001,19.7
2022,2112100,26.6
2022,2112209,24.4
2022,2112233,22.7
2022,2112274,31.6
2022,2112308,27.5
2022,2112407,64.8
2022,2112456,44.2
2022,2112506,27.5
2022,2112605,29.6
2022,2112704,27.8
2022,2112803,25.3
2022,2112852,32
2022,2112902,25.2
2022,2113009,27.2
2022,2114007,25.2
2022,2200053,19.9
2022,2200103,26.7
2022,2200202,21.4
2022,2200251,27
2022,2200277,16.4
2022,2200301,24.2
2022,2200400,30
2022,2200459,25
2022,2200509,37.2
2022,2200608,22.9
2022,2200707,35.9
2022,2200806,42
2022,2200905,29.2
2022,2200954,43.1
2022,2201002,38.7
2022,2201051,26.7
2022,2201101,28.7
2022,2201150,23.5
2022,2201176,31.4
2022,2201200,37.8
2022,2201309,49.6
2022,2201408,23
2022,2201507,43.2
2022,2201556,17.9
2022,2201572,21.5
2022,2201606,35.3
2022,2201705,36.1
2022,2201739,28.4
2022,2201770,21.9
2022,2201804,16.8
2022,2201903,33.7
2022,2201919,60.4
2022,2201929,36.8
2022,2201945,43.9
2022,2201960,20.7
2022,2201988,54.1
2022,2202000,42.9
2022,2202026,31.9
2022,2202059,31.2
2022,2202075,25.5
2022,2202083,47.2
2022,2202091,11.1
2022,2202109,39.7
2022,2202117,60.3
2022,2202133,22.4
2022,2202174,30.7
2022,2202208,29.6
2022,2202251,57.3
2022,2202307,31.1
2022,2202406,27.7
2022,2202455,38.4
2022,2202505,38
2022,2202539,64.1
2022,2202554,30.1
2022,2202604,22
2022,2202653,51.9
2022,2202703,41.5
2022,2202711,38.7
2022,2202729,23.8
2022,2202737,49.5
2022,2202752,32.1
2022,2202778,23.8
2022,2202802,47.1
2022,2202851,40.5
2022,2202901,45.8
2022,2203008,53.3
2022,2203107,56
2022,2203206,41.6
2022,2203230,52.1
2022,2203255,42.1
2022,2203271,25.2
2022,2203305,34.4
2022,2203354,35.5
2022,2203404,27.3
2022,2203420,21.6
2022,2203453,36.3
2022,2203503,38.8
2022,2203602,35
2022,2203701,34.8
2022,2203750,43.4
2022,2203800,27.4
2022,2203859,38.3
2022,2203909,29.4
2022,2204006,30
2022,2204105,26.2
2022,2204154,27.3
2022,2204204,26.3
2022,2204303,41.8
2022,2204352,34.5
2022,2204402,46.2
2022,2204501,43.7
2022,2204550,40
2022,2204600,17.3
2022,2204659,40.7
2022,2204709,25
2022,2204808,19.5
2022,2204907,35.7
2022,2205003,34.5
2022,2205102,20.4
2022,2205151,39.6
2022,2205201,41.5
2022,2205250,43.8
2022,2205276,39.7
2022,2205300,35.7
2022,2205359,63.8
2022,2205409,30.7
2022,2205458,33.6
2022,2205508,28.8
2022,2205516,17.5
2022,2205524,42.3
2022,2205532,53.5
2022,2205540,29.7
2022,2205557,36.7
2022,2205565,27.8
2022,2205573,31.7
2022,2205581,55.9
2022,2205599,46.8
2022,2205607,26.1
2022,2205706,37.3
2022,2205805,37.5
2022,2205854,21.9
2022,2205904,36.6
2022,2205953,20.8
2022,2206001,24
2022,2206050,46.7
2022,2206100,30.3
2022,2206209,53
2022,2206308,39
2022,2206357,55
2022,2206407,44.3
2022,2206506,34.3
2022,2206605,53.8
2022,2206654,34.8
2022,2206670,34.9
2022,2206696,49.3
2022,2206704,24.4
2022,2206720,26
2022,2206753,26.5
2022,2206803,38.1
2022,2206902,37.3
2022,2206951,41.8
2022,2207009,27.6
2022,2207108,15.9
2022,2207207,24
2022,2207306,42.1
2022,2207355,3.6
2022,2207405,32.3
2022,2207504,43.8
2022,2207553,45.1
2022,2207603,50.8
2022,2207702,36.2
2022,2207751,41.9
2022,2207777,29.9
2022,2207793,65.2
2022,2207801,54.6
2022,2207850,38.8
2022,2207900,33.4
2022,2207934,26.3
2022,2207959,33.5
2022,2208007,23.9
2022,2208106,35.6
2022,2208205,22.2
2022,2208304,17.2
2022,2208403,26
2022,2208502,49.3
2022,2208551,24
2022,2208601,31.2
2022,2208650,33.4
2022,2208700,24.4
2022,2208809,43.5
2022,2208858,48.7
2022,2208874,32.2
2022,2208908,21.1
2022,2209005,38.3
2022,2209104,33.5
2022,2209153,31.5
2022,2209203,21.2
2022,2209302,27.9
2022,2209351,20.8
2022,2209377,26.1
2022,2209401,34.3
2022,2209450,27.8
2022,2209500,42.8
2022,2209559,33.9
2022,2209609,40.7
2022,2209658,23.8
2022,2209708,33.2
2022,2209757,41.7
2022,2209807,22.8
2022,2209856,31.3
2022,2209872,24.9
2022,2209906,18
2022,2209955,44
2022,2209971,33.9
2022,2210003,33.2
2022,2210052,22.1
2022,2210102,21.6
2022,2210201,24.4
2022,2210300,26.2
2022,2210359,40.8
2022,2210375,33.6
2022,2210383,35.2
2022,2210391,15.7
2022,2210409,23.3
2022,2210508,43
2022,2210607,25.1
2022,2210623,48.8
2022,2210631,16.8
2022,2210656,38.5
2022,2210706,24.2
2022,2210805,30.6
2022,2210904,20.7
2022,2210938,26.1
2022,2210953,48.8
2022,2210979,37.2
2022,2211001,24
2022,2211100,34.8
2022,2211209,38.6
2022,2211308,29.7
2022,2211357,47.4
2022,2211407,30.6
2022,2211506,46.2
2022,2211605,19.7
2022,2211704,24.1
2022,2300101,7.9
2022,2300150,24.5
2022,2300200,11.5
2022,2300309,10.5
2022,2300408,12.9
2022,2300507,19.3
2022,2300606,13.9
2022,2300705,23.4
2022,2300754,13.4
2022,2300804,10.7
2022,2300903,14.7
2022,2301000,20.3
2022,2301109,18.1
2022,2301208,12
2022,2301257,18.6
2022,2301307,18.8
2022,2301406,15.5
2022,2301505,12.3
2022,2301604,8.6
2022,2301703,22.8
2022,2301802,22.3
2022,2301851,21.8
2022,2301901,16.7
2022,2301950,19
2022,2302008,19.7
2022,2302057,19.8
2022,2302107,25.6
2022,2302206,19.3
2022,2302305,5.5
2022,2302404,26.3
2022,2302503,12.6
2022,2302602,12.4
2022,2302701,10
2022,2302800,23.1
2022,2302909,21.8
2022,2303006,21.8
2022,2303105,9.7
2022,2303204,14.3
2022,2303303,16.9
2022,2303402,19.1
2022,2303501,12.6
2022,2303600,9.8
2022,2303659,5.8
2022,2303709,19.4
2022,2303808,33.5
2022,2303907,21.6
2022,2303931,20.3
2022,2303956,22.8
2022,2304004,9
2022,2304103,19
2022,2304202,22.2
2022,2304236,20.2
2022,2304251,8.2
2022,2304269,8.2
2022,2304277,19.2
2022,2304285,13.4
2022,2304301,14.5
2022,2304350,6.1
2022,2304400,21.8
2022,2304459,26.2
2022,2304509,10.2
2022,2304608,19.6
2022,2304657,17.1
2022,2304707,11.1
2022,2304806,18.5
2022,2304905,5.1
2022,2304954,22
2022,2305001,13.2
2022,2305100,32
2022,2305209,12.7
2022,2305233,12.4
2022,2305266,20.4
2022,2305308,21.6
2022,2305332,12.2
2022,2305357,32.5
2022,2305407,17.9
2022,2305506,15.3
2022,2305605,11
2022,2305654,10.7
2022,2305704,43.9
2022,2305803,18.1
2022,2305902,33.2
2022,2306009,5.8
2022,2306108,7.1
2022,2306207,11.9
2022,2306256,16.2
2022,2306306,11.8
2022,2306405,11.5
2022,2306504,23.6
2022,2306553,11.3
2022,2306603,27.4
2022,2306702,19
2022,2306801,17.5
2022,2306900,15.3
2022,2307007,10.5
2022,2307106,22.8
2022,2307205,17.2
2022,2307254,7
2022,2307304,18
2022,2307403,8.6
2022,2307502,29.6
2022,2307601,13.2
2022,2307635,28.7
2022,2307650,14.1
2022,2307700,12.1
2022,2307809,7.7
2022,2307908,17.6
2022,2308005,7.2
2022,2308104,11.4
2022,2308203,7.4
2022,2308302,17.2
2022,2308351,13.7
2022,2308377,16.5
2022,2308401,18.4
2022,2308500,14.2
2022,2308609,32.7
2022,2308708,27.3
2022,2308807,17.4
2022,2308906,6.4
2022,2309003,13
2022,2309102,15.9
2022,2309201,7.7
2022,2309300,21.7
2022,2309409,8.4
2022,2309458,19.2
2022,2309508,20.4
2022,2309607,15.7
2022,2309706,14.2
2022,2309805,22.1
2022,2309904,7.4
2022,2310001,10.4
2022,2310100,10.4
2022,2310209,8.4
2022,2310258,10.3
2022,2310308,9.2
2022,2310407,38.7
2022,2310506,9.2
2022,2310605,14.1
2022,2310704,10.2
2022,2310803,21.1
2022,2310852,16.2
2022,2310902,17.1
2022,2310951,9.1
2022,2311009,22.4
2022,2311108,10.5
2022,2311207,32.4
2022,2311231,14.3
2022,2311264,12.1
2022,2311306,13.9
2022,2311355,21.3
2022,2311405,14.9
2022,2311504,17
2022,2311603,11.1
2022,2311702,11.7
2022,2311801,16.8
2022,2311900,24.3
2022,2311959,25.1
2022,2312007,17.2
2022,2312106,18.8
2022,2312205,13.7
2022,2312304,14.4
2022,2312403,10.9
2022,2312502,17.3
2022,2312601,19.6
2022,2312700,10.8
2022,2312809,10.7
2022,2312908,6.4
2022,2313005,7.9
2022,2313104,16.8
2022,2313203,20.9
2022,2313252,15.6
2022,2313302,7.5
2022,2313351,17.2
2022,2313401,8.2
2022,2313500,11.2
2022,2313559,7.2
2022,2313609,7.7
2022,2313708,31.6
2022,2313757,24.5
2022,2313807,8.8
2022,2313906,21.6
2022,2313955,14.7
2022,2314003,11.4
2022,2314102,19.8
2022,2400109,17.1
2022,2400208,30.1
2022,2400307,57.5
2022,2400406,27.3
2022,2400505,39.3
2022,2400604,38.5
2022,2400703,35.6
2022,2400802,54.8
2022,2400901,45.7
2022,2401008,28.1
2022,2401107,35.9
2022,2401206,58.2
2022,2401305,48.5
2022,2401404,52.2
2022,2401453,48.3
2022,2401503,51.5
2022,2401602,41.7
2022,2401651,45.8
2022,2401701,45.6
2022,2401800,26.6
2022,2401859,18.2
2022,2401909,42.1
2022,2402006,22.5
2022,2402105,44.3
2022,2402204,42.5
2022,2402303,36.3
2022,2402402,21.8
2022,2402501,65
2022,2402600,49
2022,2402709,30.2
2022,2402808,43.4
