ano,cod_municipio,tdi_em
2022,2402907,47.7
2022,2403004,31
2022,2403103,23.7
2022,2403202,29.5
2022,2403251,28.8
2022,2403301,41.7
2022,2403400,43.9
2022,2403509,25.9
2022,2403608,36.1
2022,2403707,37.6
2022,2403756,60.7
2022,2403806,29.4
2022,2403905,26.8
2022,2404002,47.1
2022,2404101,43.8
2022,2404200,58.1
2022,2404309,55.3
2022,2404408,47
2022,2404507,52
2022,2404606,59.3
2022,2404705,34.1
2022,2404804,41.4
2022,2404853,49.1
2022,2404903,48
2022,2405009,38.4
2022,2405108,30.8
2022,2405207,49.8
2022,2405306,61.1
2022,2405405,40.1
2022,2405504,39.5
2022,2405603,29.5
2022,2405702,31.5
2022,2405801,36.7
2022,2405900,52.9
2022,2406007,35.4
2022,2406106,40.1
2022,2406155,48.4
2022,2406205,40
2022,2406304,29.6
2022,2406403,74.5
2022,2406502,49.2
2022,2406601,47.3
2022,2406700,29.6
2022,2406809,33.8
2022,2406908,57.1
2022,2407005,44.6
2022,2407104,40.6
2022,2407203,33.3
2022,2407252,32.2
2022,2407302,42.6
2022,2407401,40.9
2022,2407500,49.1
2022,2407609,41.7
2022,2407708,44.9
2022,2407807,56.8
2022,2407906,33.6
2022,2408003,29.9
2022,2408102,35.3
2022,2408201,48
2022,2408300,27.6
2022,2408409,29.4
2022,2408508,22
2022,2408607,31.5
2022,2408706,57.7
2022,2408805,46.6
2022,2408904,28.8
2022,2408953,55.7
2022,2409100,36.5
2022,2409209,50
2022,2409308,47.7
2022,2409332,49.5
2022,2409407,20.5
2022,2409506,39
2022,2409605,40.4
2022,2409704,71
2022,2409803,40.9
2022,2409902,34.2
2022,2410009,48.6
2022,2410108,27.1
2022,2410207,46.5
2022,2410256,49.8
2022,2410306,52.1
2022,2410405,71.8
2022,2410504,40.9
2022,2410603,25.8
2022,2410702,40
2022,2410801,44.5
2022,2410900,44.2
2022,2411007,37.5
2022,2411056,53
2022,2411106,29
2022,2411205,26.1
2022,2411403,53
2022,2411429,22.4
2022,2411502,47
2022,2411601,39.2
2022,2411700,30.4
2022,2411809,30.8
2022,2411908,25.9
2022,2412005,50
2022,2412104,25.3
2022,2412203,58.8
2022,2412302,44.8
2022,2412401,18.3
2022,2412500,40.5
2022,2412559,68.8
2022,2412609,27
2022,2412708,42.5
2022,2412807,35.5
2022,2412906,50.4
2022,2413003,32.5
2022,2413102,59.9
2022,2413201,59.7
2022,2413300,48.1
2022,2413359,39.2
2022,2413409,24.6
2022,2413508,48.1
2022,2413557,40.1
2022,2413607,30.2
2022,2413706,34.7
2022,2413805,47.9
2022,2413904,55.6
2022,2414001,42.6
2022,2414100,42
2022,2414159,27.5
2022,2414209,58.6
2022,2414308,37.7
2022,2414407,49.4
2022,2414456,47.4
2022,2414506,24.9
2022,2414605,39
2022,2414704,40.1
2022,2414753,52.3
2022,2414803,59
2022,2414902,42.4
2022,2415008,63
2022,2500106,31.5
2022,2500205,27.7
2022,2500304,42.2
2022,2500403,46.5
2022,2500502,26.5
2022,2500536,22.9
2022,2500577,36.4
2022,2500601,38
2022,2500700,42.5
2022,2500734,25
2022,2500775,17.2
2022,2500809,42.6
2022,2500908,41.4
2022,2501005,36.6
2022,2501104,28
2022,2501153,44.8
2022,2501203,26.4
2022,2501302,35.2
2022,2501351,33.1
2022,2501401,37.6
2022,2501500,36.4
2022,2501534,21.9
2022,2501575,34.7
2022,2501609,33
2022,2501708,28
2022,2501807,33.6
2022,2501906,19.8
2022,2502003,36.7
2022,2502052,35
2022,2502102,26.6
2022,2502151,25.9
2022,2502201,41.7
2022,2502300,18.2
2022,2502409,28.8
2022,2502508,25.2
2022,2502607,25.1
2022,2502706,30.8
2022,2502805,22.8
2022,2502904,30.4
2022,2503001,36.5
2022,2503100,18.8
2022,2503209,31
2022,2503308,59.2
2022,2503407,22.1
2022,2503506,31.7
2022,2503555,29.1
2022,2503605,22.1
2022,2503704,24.1
2022,2503753,28.9
2022,2503803,22.9
2022,2503902,23.2
2022,2504009,22.5
2022,2504033,30.9
2022,2504074,19
2022,2504108,14
2022,2504157,42.3
2022,2504207,21.4
2022,2504306,14.5
2022,2504355,36.5
2022,2504405,31.5
2022,2504504,19.9
2022,2504603,36.6
2022,2504702,22.1
2022,2504801,25.9
2022,2504850,21.4
2022,2504900,35.3
2022,2505006,40.9
2022,2505105,22.6
2022,2505204,22.3
2022,2505238,35.9
2022,2505279,36.4
2022,2505303,26.1
2022,2505352,25.8
2022,2505402,21.5
2022,2505501,25.6
2022,2505600,18.2
2022,2505709,13.9
2022,2505808,27.8
2022,2505907,28.7
2022,2506004,20.1
2022,2506103,28.2
2022,2506202,22.2
2022,2506251,35.9
2022,2506301,19.9
2022,2506400,31.1
2022,2506509,19.7
2022,2506608,26.8
2022,2506707,28.3
2022,2506806,42.6
2022,2506905,24.4
2022,2507002,19.6
2022,2507101,33.6
2022,2507200,24.9
2022,2507309,34.5
2022,2507408,22.4
2022,2507507,22.3
2022,2507606,38.6
2022,2507705,33.7
2022,2507804,22.2
2022,2507903,23.3
2022,2508000,26.8
2022,2508109,30.4
2022,2508208,35.3
2022,2508307,43.2
2022,2508406,29.6
2022,2508505,21.2
2022,2508554,17.3
2022,2508604,47.4
2022,2508703,33.3
2022,2508802,18.4
2022,2508901,29.4
2022,2509008,27.7
2022,2509057,55.1
2022,2509107,32.2
2022,2509156,34.9
2022,2509206,35.4
2022,2509305,49.3
2022,2509339,42.3
2022,2509370,23.8
2022,2509396,37.4
2022,2509404,29.5
2022,2509503,43.8
2022,2509602,32
2022,2509701,16.3
2022,2509800,49.7
2022,2509909,18
2022,2510006,29.4
2022,2510105,32.9
2022,2510204,25.3
2022,2510303,25.8
2022,2510402,23.7
2022,2510501,33.3
2022,2510600,11.8
2022,2510659,21.7
2022,2510709,18.2
2022,2510808,15
2022,2510907,20.2
2022,2511004,17.2
2022,2511103,25.2
2022,2511202,31.7
2022,2511301,28.5
2022,2511400,19.8
2022,2511509,31
2022,2511608,34.6
2022,2511707,22.4
2022,2511806,37.7
2022,2511905,37.7
2022,2512002,35.1
2022,2512036,23.1
2022,2512077,27.2
2022,2512101,19.6
2022,2512200,23.6
2022,2512309,25.3
2022,2512408,27.6
2022,2512507,35.9
2022,2512606,50
2022,2512705,37.1
2022,2512721,28.7
2022,2512747,21.4
2022,2512754,24.5
2022,2512762,33.7
2022,2512788,42.5
2022,2512804,20.4
2022,2512903,30.8
2022,2513000,26.4
2022,2513109,32
2022,2513158,37.2
2022,2513208,24
2022,2513307,22.2
2022,2513356,23
2022,2513406,16.8
2022,2513505,34
2022,2513604,19.5
2022,2513653,36
2022,2513703,38.7
2022,2513802,25.2
2022,2513851,23.4
2022,2513901,34
2022,2513927,13.5
2022,2513943,22.3
2022,2513968,18.8
2022,2513984,14.4
2022,2514008,25.4
2022,2514107,20.9
2022,2514206,35.6
2022,2514305,41
2022,2514404,37.8
2022,2514453,50.7
2022,2514503,36.8
2022,2514552,22.8
2022,2514602,24.5
2022,2514651,44.2
2022,2514701,26.8
2022,2514800,26.4
2022,2514909,16.5
2022,2515005,29.5
2022,2515104,37
2022,2515203,29.5
2022,2515302,35.5
2022,2515401,21.9
2022,2515500,23.8
2022,2515609,24.5
2022,2515708,26.8
2022,2515807,41.1
2022,2515906,31.5
2022,2515930,32.1
2022,2515971,39
2022,2516003,40.5
2022,2516102,33.2
2022,2516151,22
2022,2516201,22.8
2022,2516300,28.2
2022,2516409,23.3
2022,2516508,38.4
2022,2516607,28.1
2022,2516706,20.7
2022,2516755,22.2
2022,2516805,24.2
2022,2516904,42.8
2022,2517001,24.9
2022,2517100,21.5
2022,2517209,28.9
2022,2517407,14.5
2022,2600054,20.5
2022,2600104,17.9
2022,2600203,18.9
2022,2600302,23.7
2022,2600401,29.5
2022,2600500,31.5
2022,2600609,33.1
2022,2600708,29.8
2022,2600807,27.7
2022,2600906,22.1
2022,2601003,33.8
2022,2601052,19.7
2022,2601102,13.7
2022,2601201,16.7
2022,2601300,18.4
2022,2601409,23.5
2022,2601508,16.9
2022,2601607,26.7
2022,2601706,29.2
2022,2601805,28.4
2022,2601904,17.8
2022,2602001,19.9
2022,2602100,27.8
2022,2602209,16.7
2022,2602308,12
2022,2602407,23.9
2022,2602506,14
2022,2602605,23.9
2022,2602704,20.3
2022,2602803,27.7
2022,2602902,22.8
2022,2603009,12.3
2022,2603108,19.9
2022,2603207,26.5
2022,2603306,23.6
2022,2603405,19.8
2022,2603454,20.1
2022,2603504,19.4
2022,2603603,22.8
2022,2603702,31.8
2022,2603801,26
2022,2603900,11.9
2022,2603926,39.9
2022,2604007,14.6
2022,2604106,23.6
2022,2604155,24.7
2022,2604205,24
2022,2604304,16.8
2022,2604403,9.6
2022,2604502,17.8
2022,2604601,25
2022,2604700,30.6
2022,2604809,17.6
2022,2604908,22.1
2022,2605004,23.7
2022,2605103,16.8
2022,2605152,12.9
2022,2605202,15.8
2022,2605301,16.9
2022,2605400,17.4
2022,2605459,8.1
2022,2605509,24.2
2022,2605608,20.3
2022,2605707,29.6
2022,2605806,26.3
2022,2605905,35.3
2022,2606002,21.3
2022,2606101,21
2022,2606200,19.9
2022,2606309,28.2
2022,2606408,17.5
2022,2606507,28.9
2022,2606606,23.2
2022,2606705,17.3
2022,2606804,18.9
2022,2606903,17.1
2022,2607000,34.5
2022,2607109,20.6
2022,2607208,21.3
2022,2607307,13.7
2022,2607406,43
2022,2607505,28.2
2022,2607604,13.5
2022,2607653,23.6
2022,2607703,26.5
2022,2607752,21.2
2022,2607802,24.7
2022,2607901,20
2022,2607950,27.9
2022,2608008,17
2022,2608057,39.4
2022,2608107,17.2
2022,2608206,27.2
2022,2608255,22.4
2022,2608305,17.6
2022,2608404,29.2
2022,2608453,20.1
2022,2608503,19.9
2022,2608602,27.4
2022,2608701,19.1
2022,2608750,17.6
2022,2608800,13.1
2022,2608909,14.1
2022,2609006,15.8
2022,2609105,18.7
2022,2609154,20
2022,2609204,38.8
2022,2609303,22.7
2022,2609402,22.3
2022,2609501,17
2022,2609600,22
2022,2609709,12.2
2022,2609808,17.2
2022,2609907,19.1
2022,2610004,22.6
2022,2610103,31.5
2022,2610202,20.4
2022,2610301,24.7
2022,2610400,10.5
2022,2610509,16.7
2022,2610608,24.6
2022,2610707,17
2022,2610806,37.1
2022,2610905,26.4
2022,2611002,25.5
2022,2611101,18
2022,2611200,22.4
2022,2611309,14.5
2022,2611408,19.1
2022,2611507,19.3
2022,2611533,11.5
2022,2611606,17.3
2022,2611705,17.7
2022,2611804,21.3
2022,2611903,26.7
2022,2612000,14.5
2022,2612109,16.3
2022,2612208,14.6
2022,2612307,29
2022,2612406,22.6
2022,2612455,23.6
2022,2612471,16.1
2022,2612505,23.9
2022,2612554,18.1
2022,2612604,30.8
2022,2612703,21.4
2022,2612802,18
2022,2612901,19
2022,2613008,19.6
2022,2613107,21.3
2022,2613206,34
2022,2613305,20.6
2022,2613404,24
2022,2613503,14.3
2022,2613602,15
2022,2613701,23.6
2022,2613800,23.3
2022,2613909,16.5
2022,2614006,17.9
2022,2614105,23
2022,2614204,21.3
2022,2614303,16.8
2022,2614402,13.4
2022,2614501,15.9
2022,2614600,17
2022,2614709,36.4
2022,2614808,34.8
2022,2614857,23
2022,2615003,23.6
2022,2615102,25.1
2022,2615201,9.9
2022,2615300,16.2
2022,2615409,23.7
2022,2615508,13.1
2022,2615607,19.2
2022,2615706,10.8
2022,2615805,28
2022,2615904,14.7
2022,2616001,20.2
2022,2616100,19.3
2022,2616183,25.1
2022,2616209,14.3
2022,2616308,23
2022,2616407,20
2022,2616506,16.4
2022,2700102,35.4
2022,2700201,34.6
2022,2700300,22.8
2022,2700409,36.3
2022,2700508,38.6
2022,2700607,28.2
2022,2700706,23
2022,2700805,19.8
2022,2700904,43.2
2022,2701001,36.8
2022,2701100,27.9
2022,2701209,31.6
2022,2701308,38.3
2022,2701357,23.8
2022,2701407,26.1
2022,2701506,0
2022,2701605,19.6
2022,2701704,27.8
2022,2701803,35.2
2022,2701902,33.2
2022,2702009,30.5
2022,2702108,33
2022,2702207,35.1
2022,2702306,23.8
2022,2702355,37
2022,2702405,26.6
2022,2702504,48
2022,2702553,24.6
2022,2702603,32.5
2022,2702702,28.3
2022,2702801,--
2022,2702900,40.2
2022,2703007,31.1
2022,2703106,22.4
2022,2703205,34.5
2022,2703304,24.7
2022,2703403,41.3
2022,2703502,35.7
2022,2703601,36
2022,2703700,33.5
2022,2703759,--
2022,2703809,36.5
2022,2703908,24.9
2022,2704005,24.7
2022,2704104,38.8
2022,2704203,35.3
2022,2704302,24.2
2022,2704401,17.3
2022,2704500,38
2022,2704609,25.5
2022,2704708,42.3
2022,2704807,25.5
2022,2704906,21.4
2022,2705002,33.2
2022,2705101,31.9
2022,2705200,27.2
2022,2705309,22.4
2022,2705408,43.1
2022,2705507,32.2
2022,2705606,35.4
2022,2705705,42.4
2022,2705804,33
2022,2705903,33.8
2022,2706000,36.8
2022,2706109,25.5
2022,2706208,23.5
2022,2706307,22.4
2022,2706406,27.7
2022,2706422,28.4
2022,2706448,32.9
2022,2706505,32.4
2022,2706604,27.8
2022,2706703,23.7
2022,2706802,32.1
2022,2706901,26.3
2022,2707008,28.1
2022,2707107,23.8
2022,2707206,41.2
2022,2707305,24.5
2022,2707404,28.6
2022,2707503,29.5
2022,2707602,33.5
2022,2707701,30.4
2022,2707800,--
2022,2707909,35.4
2022,2708006,30.9
2022,2708105,30.9
2022,2708204,26.5
2022,2708303,27.1
2022,2708402,25.6
2022,2708501,30.6
2022,2708600,29.6
2022,2708709,25.9
2022,2708808,30.2
2022,2708907,29
2022,2708956,31.2
2022,2709004,23.3
2022,2709103,25.8
2022,2709152,20.7
2022,2709202,33.4
2022,2709301,21.3
2022,2709400,25.2
2022,2800100,37.3
2022,2800209,42.1
2022,2800308,25.8
2022,2800407,30.4
2022,2800506,48.2
2022,2800605,39.7
2022,2800670,24.6
2022,2800704,49
2022,2801009,30.8
2022,2801108,23.1
2022,2801207,34.2
2022,2801306,36.1
2022,2801405,49.7
2022,2801504,27.1
2022,2801603,32.9
2022,2801702,33.6
2022,2801900,37.3
2022,2802007,38.9
2022,2802106,40.4
2022,2802205,41.1
2022,2802304,45.7
2022,2802403,28.8
2022,2802502,28.6
2022,2802601,41.6
2022,2802700,42.4
2022,2802809,40.2
2022,2802908,33.2
2022,2803005,37.2
2022,2803104,17.5
2022,2803203,42.2
2022,2803302,37.7
2022,2803401,43.9
2022,2803500,25.3
2022,2803609,53.8
2022,2803708,33.6
2022,2803807,30.1
2022,2803906,40
2022,2804003,35.6
2022,2804102,30.8
2022,2804201,33.7
2022,2804300,27.9
2022,2804409,29.1
2022,2804458,38.1
2022,2804508,36.3
2022,2804607,27.4
2022,2804706,19.2
2022,2804805,36.4
2022,2804904,42.4
2022,2805000,56.6
2022,2805109,39.4
2022,2805208,55
2022,2805307,51.4
2022,2805406,45.9
2022,2805505,31.1
2022,2805604,37.4
2022,2805703,22.1
2022,2805802,43.4
2022,2805901,54.6
2022,2806008,33.2
2022,2806107,32.4
2022,2806206,30.8
2022,2806305,52.4
2022,2806404,34.8
2022,2806503,39.1
2022,2806602,37
2022,2806701,34.5
2022,2806800,32.4
2022,2806909,31.3
2022,2807006,51.3
2022,2807105,26.4
2022,2807204,35.5
2022,2807303,36.4
2022,2807402,29.9
2022,2807501,35.3
2022,2807600,32.3
2022,2900108,30.9
2022,2900207,31.3
2022,2900306,37.8
2022,2900355,51.1
2022,2900405,58.5
2022,2900504,40.1
2022,2900603,34.3
2022,2900702,40.4
2022,2900801,46.1
2022,2900900,40.9
2022,2901007,46.1
2022,2901106,45.8
2022,2901155,18.8
2022,2901205,41.3
2022,2901304,37.6
2022,2901353,45.4
2022,2901403,39.2
2022,2901502,32.2
2022,2901601,52.3
2022,2901700,40.9
2022,2901809,34.8
2022,2901908,47.2
2022,2901957,42.6
2022,2902005,31.4
2022,2902054,49
2022,2902104,53.3
2022,2902203,49
2022,2902252,49.9
2022,2902302,43.3
2022,2902401,48.7
2022,2902500,37.5
2022,2902609,32.2
2022,2902658,36.2
2022,2902708,46.2
2022,2902807,44.4
2022,2902906,43.8
2022,2903003,22.7
2022,2903102,47.6
2022,2903201,35
2022,2903235,26.4
2022,2903276,32.2
2022,2903300,39.8
2022,2903409,47.6
2022,2903508,31.2
2022,2903607,57.2
2022,2903706,34.9
2022,2903805,36.9
2022,2903904,40.9
2022,2903953,32.5
2022,2904001,23.5
2022,2904050,31.7
2022,2904100,30.1
2022,2904209,29.7
2022,2904308,39.6
2022,2904407,30.9
2022,2904506,28.5
2022,2904605,33.9
2022,2904704,48.5
2022,2904753,29.7
2022,2904803,29.1
2022,2904852,35.3
2022,2904902,38.6
2022,2905008,38.4
2022,2905107,33.3
2022,2905156,36.1
2022,2905206,38.1
2022,2905305,29.8
2022,2905404,42.2
2022,2905503,32.3
2022,2905602,39.1
2022,2905701,35.6
2022,2905800,38.8
2022,2905909,34.3
2022,2906006,43.4
2022,2906105,32.8
2022,2906204,29.4
2022,2906303,44.9
2022,2906402,30.4
2022,2906501,34.1
2022,2906600,18.8
2022,2906709,24.5
2022,2906808,52.8
2022,2906824,33.2
2022,2906857,27.1
2022,2906873,35.5
2022,2906899,36.7
2022,2906907,46.6
2022,2907004,57.5
2022,2907103,33
2022,2907202,42.7
2022,2907301,29.5
2022,2907400,35.6
2022,2907509,47.7
2022,2907558,39.4
2022,2907608,34.5
2022,2907707,41.9
2022,2907806,41.9
2022,2907905,41.3
2022,2908002,43.5
2022,2908101,40.2
2022,2908200,45.2
2022,2908309,38.2
2022,2908408,35.5
2022,2908507,40.6
2022,2908606,61
2022,2908705,35.5
2022,2908804,48.6
2022,2908903,42.9
2022,2909000,18.2
2022,2909109,29.9
2022,2909208,44.1
2022,2909307,36.9
2022,2909406,33.5
2022,2909505,37.2
2022,2909604,33.5
2022,2909703,33.3
2022,2909802,37.6
2022,2909901,37
2022,2910008,29.9
2022,2910057,35.9
2022,2910107,46.4
2022,2910206,32.6
2022,2910305,25.7
2022,2910404,43.8
2022,2910503,50.6
2022,2910602,54.1
2022,2910701,43.8
2022,2910727,38.4
2022,2910750,28.8
2022,2910776,31.9
2022,2910800,38.4
2022,2910859,41.4
2022,2910909,50.5
2022,2911006,45.8
2022,2911105,38.5
2022,2911204,31.1
2022,2911253,24.1
2022,2911303,30.8
2022,2911402,37.6
2022,2911501,48.3
2022,2911600,21.5
2022,2911659,32.2
2022,2911709,32.2
2022,2911808,45.1
2022,2911857,33.5
2022,2911907,41.3
2022,2912004,24
2022,2912103,44.2
2022,2912202,45.7
2022,2912301,49.1
2022,2912400,29.2
2022,2912509,15.4
2022,2912608,43.5
2022,2912707,40.4
2022,2912806,33.6
2022,2912905,52.5
2022,2913002,14.6
2022,2913101,27.1
2022,2913200,29.1
2022,2913309,29.3
2022,2913408,39.8
2022,2913457,36
2022,2913507,40.1
2022,2913606,41.2
2022,2913705,57.2
2022,2913804,49.4
2022,2913903,36
2022,2914000,40.9
2022,2914109,36.8
2022,2914208,30
2022,2914307,38.4
2022,2914406,24.1
2022,2914505,49.2
2022,2914604,26.5
2022,2914653,43
2022,2914703,37.7
2022,2914802,31.9
2022,2914901,43.9
2022,2915007,20.8
2022,2915106,47.5
2022,2915205,32.8
2022,2915304,56.1
2022,2915353,25
2022,2915403,41.7
2022,2915502,52.6
2022,2915601,34.2
2022,2915700,48.8
2022,2915809,43.7
2022,2915908,59.3
2022,2916005,48.2
2022,2916104,46.3
2022,2916203,40
2022,2916302,59.6
2022,2916401,37.5
2022,2916500,47.6
2022,2916609,48.8
2022,2916708,40.4
2022,2916807,34.6
2022,2916856,38.1
2022,2916906,27.5
2022,2917003,45.5
2022,2917102,54.4
2022,2917201,46
2022,2917300,39.7
2022,2917334,35.7
2022,2917359,22.7
2022,2917409,23.6
2022,2917508,38.7
2022,2917607,38.6
2022,2917706,29.3
2022,2917805,42.1
2022,2917904,50.8
2022,2918001,41.9
2022,2918100,40.9
2022,2918209,39.1
2022,2918308,38.9
2022,2918357,23.8
2022,2918407,36.8
2022,2918456,41.7
2022,2918506,35.4
2022,2918555,37.2
2022,2918605,26.2
2022,2918704,17.6
2022,2918753,38.6
2022,2918803,36.3
2022,2918902,38.6
2022,2919009,46.7
2022,2919058,50
2022,2919108,44.3
2022,2919157,26.6
2022,2919207,31.5
2022,2919306,38.2
2022,2919405,15.8
2022,2919504,29.1
2022,2919553,28.1
2022,2919603,47.7
2022,2919702,33.5
2022,2919801,28.7
2022,2919900,39.5
2022,2919926,34.9
2022,2919959,34.2
2022,2920007,40.2
2022,2920106,44.3
2022,2920205,40.4
2022,2920304,38.6
2022,2920403,33.4
2022,2920452,26.6
2022,2920502,28.6
2022,2920601,39.1
2022,2920700,52.7
2022,2920809,33.4
2022,2920908,40
2022,2921005,32.5
2022,2921054,42.5
2022,2921104,37.4
2022,2921203,37.4
2022,2921302,32.3
2022,2921401,40.6
2022,2921450,32.5
2022,2921500,41.7
2022,2921609,33.9
2022,2921708,40.7
2022,2921807,19
2022,2921906,45.9
2022,2922003,38.1
2022,2922052,26.9
2022,2922102,34.1
2022,2922201,26
2022,2922250,40.4
2022,2922300,43.3
2022,2922409,39.3
2022,2922508,41.2
2022,2922607,38.8
2022,2922656,36
2022,2922706,53.6
2022,2922730,26.4
2022,2922755,46.2
2022,2922805,23.7
2022,2922854,28.5
2022,2922904,36.4
2022,2923001,34.7
2022,2923035,18.1
2022,2923050,44.1
2022,2923100,45.3
2022,2923209,32.8
2022,2923308,58.3
2022,2923357,44.6
2022,2923407,52.5
2022,2923506,35.6
2022,2923605,36.8
2022,2923704,50.5
2022,2923803,37.2
2022,2923902,37.7
2022,2924009,38.5
2022,2924058,35.1
2022,2924108,46.4
2022,2924207,48.9
2022,2924306,25.5
2022,2924405,55.6
2022,2924504,37.7
2022,2924603,38.8
2022,2924652,23.8
2022,2924678,49.8
2022,2924702,30.9
2022,2924801,35.1
2022,2924900,28.5
2022,2925006,32.7
2022,2925105,33.2
2022,2925204,39
2022,2925253,46.9
2022,2925303,39.9
2022,2925402,30.7
2022,2925501,49.8
2022,2925600,27
2022,2925709,40.2
2022,2925758,40.9
2022,2925808,44.5
2022,2925907,42.4
2022,2925931,33.9
2022,2925956,41.3
2022,2926004,40.6
2022,2926103,30.4
2022,2926202,43.8
2022,2926301,32.6
2022,2926400,27.2
2022,2926509,43.1
2022,2926608,35.1
2022,2926657,40.3
2022,2926707,16
2022,2926806,35.7
2022,2926905,26.3
2022,2927002,33.4
2022,2927101,30.2
2022,2927200,37.1
2022,2927309,53.7
2022,2927408,38.7
2022,2927507,46
2022,2927606,45.7
2022,2927705,43.4
2022,2927804,39.3
2022,2927903,40.9
2022,2928000,32.1
2022,2928059,53.5
2022,2928109,34.2
2022,2928208,29
2022,2928307,43.2
2022,2928406,30.5
2022,2928505,25.4
2022,2928604,45.8
2022,2928703,33.1
2022,2928802,42.8
2022,2928901,33.4
2022,2928950,22.8
2022,2929008,45.9
2022,2929057,28.9
2022,2929107,37.2
2022,2929206,37.6
2022,2929255,30.7
2022,2929305,35.8
2022,2929354,36
2022,2929370,40.8
2022,2929404,37.6
2022,2929503,39.6
2022,2929602,38.3
2022,2929701,61.8
2022,2929750,24.8
2022,2929800,36.6
2022,2929909,34.5
2022,2930006,35.6
2022,2930105,39.4
2022,2930154,35.9
2022,2930204,41.7
2022,2930303,23.2
2022,2930402,40
2022,2930501,46.3
2022,2930600,38.5
2022,2930709,44.6
2022,2930758,33.5
2022,2930766,38.4
2022,2930774,42.1
2022,2930808,12.4
2022,2930907,27.6
2022,2931004,48.2
2022,2931053,31.8
2022,2931103,40.2
